WESS_LAN_num,ISO_lang,Anglicized_name,Language_JFProd,Language_name_WCD,Dialect_name
4450,rmc,Carpathian Romani,"ROMANI, CARPATHIAN",Carpathian Romani,
1953,rmn,Ursari,"ROMANI, BALKAN",Ursari,
184455,rmn,Ursari,"ROMANI, BALKAN-ROMANIA",Ursari,
1113,rmo,Sinti,"ROMANI, SINTE",Sinti,
139134,rmq,Calo,"CHIBI, SETENTRIONAL",Calo,
12961,rms,Romanian Sign Language,ROMANIAN SIGN LANGUAGE,Romanian Formal,Romanian Sign Language
427,rmt,Nawar,NAWARY,Domari,Nawar
175683,rmt,Domari,DOM,Domari,
21027,rmy,Kalderashicqo,"ROMANI, KALDERASH, WESTERN",Vlach,Kalderashicqo
22334,rmy,Vlach,"ROMANI, CALDARASI",Vlach,
583,rnd,Ruund,RUUND,Ruund,
8520,rng,Ronga,RONGA,Ronga,
19317,rog,Noang,"ROGLAI, NORTHERN",Noang,
12602,rol,Rombloma,ROMBLOMANON,Rombloma,
5546,ron,Romanian,ROMANIAN,Romanian,
1944,rsl,Russian Sign Language,RUSSIAN SIGN LANGUAGE,Russian,Russian Sign Language
23313,rtw,Rathavi,RATHAWI,Rathavi,
14710,rub,Gungu,GUNGU,Gungu,
139185,ruc,Ruli,RURUULI-RUNYALA,Ruli,
132358,ruf,Lugulu,LUGHURU,Lugulu,
143435,rug,Roviana Vehicular,ROVIANA,Roviana Vehicular,
20896,run,Burundian,KIRUNDI,Burundian,
176089,rup,Aromanian,ARUMANIAN,,
3934,rus,Russian,RUSSIAN,Russian,
20899,rus,Russkiy General,CENTRAL ASIAN RUSSIAN,Russian,Russkiy General
171395,rwm,Amba,KWAMBA,Amba,
11329,rwo,Raua,RAWA,,
6209,rwr,Rajasthani Marwari,MARWARI,Rajasthani Marwari,
10601,sab,Bokota,BUGLERE,Bokota,
3156,sag,Sango,SANGO,Sango,
18379,sah,Sakha,YAKUT,Sakha,
17040,saj,Sahu,SAHU,,
7237,saq,Sampur,SAMBURU,Sampur,
184500,saq,Njemps,ILCHAMUS,Njemps,
17249,sas,Lombok,SASAK,,
24249,sat,Santali,"SANTALI, INDIA",Santali,
143610,sav,Safen,SAAFI-SAAFI,Safen,
10040,say,Saya,SAYA,Saya,
5920,saz,East Saurashtri,SAURASHTRA,East Saurashtri,
2303,sba,Ngambai,NGAMBAY,Ngambai,
2018,sbd,Goe,SAMO,,
14236,sbk,Safwa,SAFWA,Safwa,
20199,sbp,Sangu,SANGU,Sangu,
15796,sby,Soli,SOLI,Soli,
143690,scg,Sanggau,SANGGAU,Sanggau,
20902,sck,Sadani,SADANI,Sadani,
5918,scl,Shinaki,SHINA,Shinaki,
21247,sda,Toraja Barat,TORAJA,Toraja Barat,
111677,sdh,Kermanshahi,KERMANSHAHI,Kurdi,Kermanshahi
23797,sdr,Oraon Sadri,"SADRI, ORAON",Oraon Sadri,
15990,sef,Cebaa,"SENOUFO, CEBAARA",Cebaa,
8513,seh,Sena,SENA,Sena,
53370,ses,Gao Kine,"SONGHAY, GAO",East Songhai,Gao Kine
102234,sev,Nyarafolo,"SENOUFO, NYARAFOLO",Nyarafolo,
142332,sfe,"Subanen, Eastern","SUBANEN, EASTERN","Subanen, Eastern",
5210,sfw,Sehwi,SEHWI,Sehwi,
12596,sgb,Mag Anchi,"AYTA, MAG-ANTSI",Mag Anchi,
7321,sgc,Kipsigiis,"KALENJIN, KIPSIGIS",Kipsigiis,
20208,sgh,Shughni,SHUGHNI,Shughni,
142339,sgj,Surgujia,SURGUJIA,Chhattisgarhi,Surgujia
4676,sgw,Chaha,"GURAGE, WEST",Gura,Chaha
102259,shb,Yanam,YANOMAMI NINAM,Yanam,
507,shi,Shleuh,TACHELHIT,Shleuh,
13848,shk,Shilluk,SHILLUK,,
8684,shn,Shan,SHAN,Shan,
12392,shp,Coni,SHIPIBO-CONIBO,Coni,
20919,shr,Shi,MASHI,Shi,
20531,shu,Shuwa,"ARABIC, CHADIAN SPOKEN",Shuwa,
139091,shy,Shawiya,Tacawit,Shawiya,
131700,sid,Sidamo,SIDAAMA,Sidamo,
151261,sie,Makoma,MAKOMA,Makoma,
5209,sig,Paasa,PASAALE,Paasa,
5206,sil,Sisaa,"SISAALA, TUMULUNG",Sisaa,
13172,sin,Sinhalese,SINHALA,Sinhalese,
24218,sjm,Mapun,JAMA MAPUN,Mapun,
23316,sjp,Sotipura,SURJAPURI,Maithili,Sotipura
142536,sjr,Wider Lambon,SIAR-LAK,,
24120,skg,West Malagasy,SAKALAVA ANALALAVA,,
24121,skg,Sakalava Ambongo,SAKALAVA BESALAMPY,Sakalava Ambongo,
142631,ski,Sara Krow,SIKA,Sara Krow,
23775,skn,Central Kolibugan,"SUBANON, KOLIBUGAN",Central Kolibugan,
5907,skr,Siraiki,SARAIKI,Siraiki,
20196,skt,Sakata,SAKATA,Sakata,
142642,skx,Northeast Seko,SEKO PADANG,,
5545,slk,Slovak,SLOVAK,Slovak,
142753,slu,Selaru,SELARU,Selaru,
1112,slv,Slovenian,SLOVENIAN,Slovenian,
17556,sly,Salayar,SELAYAR,Salayar,
12589,smk,Bolinao,BOLINAO,Bolinao,
12588,sml,Siasi,"SAMA, CENTRAL",Siasi,
530,smo,Wider Samoa,SAMOAN,,
17226,smw,Sumbawa,SUMBAWA,Sumbawa,
8506,sna,Shona,SHONA,Shona,
20211,sna,Karanga,KARANGA,Karanga,
11303,snc,Southwest Sinaugoro,SINAUGORO,,
389,snd,Sindhi Formal,SINDHI,Sindhi Formal,
151767,sne,Jagoi,BIDAYUH-JAGOI,Jagoi,
142878,snf,Non,NOON,Non,
22196,sng,Sanga,KISANGA,Sanga,
2005,snk,Soninke,SONINKE,Soninke,
12585,snl,Sangil,SANGIL,Sangil,
139183,snm,Okollo,MA'DI OKOLLO,Okollo,
4466,som,Somali,SOMALI,Somali,
15480,sop,Songe,SONGE,Songe,
7546,sot,Sotho,"SOTHO, SOUTHERN",Sotho,
20969,sou,Pak Thai,"THAI, SOUTHERN",Pak Thai,
21028,spa,South American,"SPANISH, LATIN AMERICAN",South American,
21046,spa,Castilian Spanish,"SPANISH, CASTILIAN",Castilian Spanish,
7811,spp,Supyi,"SENOUFO, SUPYIRE",Supyi,
138284,spv,Sambalpuri,SAMBALPURI,Odia,Sambalpuri
7227,spy,Sabaot,SABAOT,,
5879,srb,Sora,SORA,Sora,
6975,src,Logudorese,"SARDINIAN, LOGUDORESE",Logudorese,
18715,srm,Saramaccan,SARAMACCAN,Saramaccan,
21231,srn,Sranan,SRANAN-TONGO,Sranan,
5541,srp,Serbian,SERBIAN,Serbian,
5058,srr,Sin Sin,SERERE-SINE,Sin Sin,
26359,srx,Sirmauri,SIRMAURI,Sirmauri,
12595,ssb,South Sama,"SAMA, SOUTHERN",,
101456,ssc,Simbiti,SUBA-SIMBITI,Koria,Simbiti
24235,sse,Balingingi,"SAMA, BANGINGI",Balingingi,
10545,ssi,Sansi,SANSI,Sansi,
143207,ssn,Waata,WAATA,Orma,Waata
11259,sst,Sinasina,SINASINA,,
20947,ssw,Swazi,SISWATI,Swazi,
184521,ssy,Saho,SAHO-ERITREA,Saho,
12572,stb,Wider Tuboy Subanon,"SUBANEN, NORTHERN",,
11251,stk,Aramba,ARAMBA,Aramba,
143295,stn,Owa Raha,OWA,Owa Raha,
143300,stv,Silti,SILT'E,Silti,
12568,suc,West Suba Non,"SUBANON, WESTERN",,
143302,sue,Suena,SUENA,Suena,
14226,suk,Sukuma,SUKUMA,Sukuma,
16618,sun,Sunda Bandung,SUNDA,Sunda Bandung,
185190,sun,Sunda Bandung,SUNDA ALUS,Sunda Bandung,
4739,suq,Suri,"SURI, TIRMAGA-CHAI",Suri,
10021,sur,Mwaghavul,MWAGHAVUL,Mwaghavul,
5470,sus,Soso,SUSU,Soso,
24068,suz,Sunwar,SUNUWAR,Sunwar,
7752,swb,Maore,SHIMAORE,Maore,
23388,swc,Ngwana,"SWAHILI, CONGO",Ngwana,
4823,swe,Swedish,SWEDISH,Swedish,
23178,swh,Swahili Formal,"SWAHILI, TANZANIA",Swahili Formal,
23179,swh,Shamba,"SWAHILI, KENYA",Shamba,
22094,swi,Sui Chia,SHUI,Sui Chia,
7788,swk,Malawi Sena,"SENA, MALAWI",Sena,Malawi Sena
143387,swp,Suau Vehicular,SUAU,Suau Vehicular,
24416,swv,Shekhawati,SHEKHAWATI,Bikaneri,Shekhawati
7222,sxb,Suba,SUBA,Koria,Suba
20908,sxn,Wider Sangihe,SANGIHE,,
100227,sxw,Gbe,"GBE, SAXWE",Gbe,
20248,sya,Siang,SIANG,Siang,
53438,syc,Aramaic,SYRIAC,,
10022,syk,Sukur,SUKUR,Sukur,
1236,syl,Sylhetti,SYLHETTI,Sylhetti,
15471,szg,Sengele,SENGELE,Sengele,
18617,tab,Tabasaran,TABASSARAN,Tabasaran,
8109,tac,Rocoroibo,TARAHUMARA BAJA,Rocoroibo,
4950,tah,Tahiti Vehicular,TAHITIAN,Tahiti Vehicular,
5872,taj,East Tamang,"TAMANG, EASTERN",East Tamang,
100301,tal,Wider Tal,TAL,,
5871,tam,Tamil,TAMIL,Tamil,
10014,tan,Tangle,TANGALE,Tangle,
2000,taq,Dghaq,"TAMASHEQ, KIDAL",Mahaq,Dghaq
8108,tar,Samachique,"TARAHUMARA, CENTRAL",Samachique,
411,tat,Tatar,TATAR,Tatar,
184550,tba,Tubarao,AIKANA,Tubarao,
142010,tbc,Wider Takia,TAKIA,,
11230,tbf,Mandara,MANDARA,,
150415,tbg,Tairora,TAIRORA,,
142016,tbk,Kalamian Tagbanwa,"TAGBANWA, CALAMIAN",Kalamian Tagbanwa,
12557,tbl,Tiboli,TBOLI,,
142078,tbo,Tawala,TAWALA,Tawala,
47429,tbt,Tembo,CHITEMBO,Hunde,Tembo
17028,tby,Tabaru,TABARU,,
1318,tbz,Tammari,DITAMMARI,Tammari,
1699,tca,Ticuna,TICUNA,Ticuna,
14081,tcc,Datog,DATOOGA,,
20977,tcf,Malinaltepec,ME'PHAA,Malinaltepec,
184831,tcf,Huizapula,ME'PHAA DE HUITZAPULA,Malinaltepec,Huizapula
5829,tcy,Tulu,TULU,Tulu,
23569,tcz,Thado,KUKI,Thado,
23403,tdb,Panchpargania,PANCHPARGANIA,Magahi,Panchpargania
8989,tdg,Murmi,"TAMANG, WESTERN",Murmi,
20259,tdn,Tondanou,TONDANO,,
23192,tdx,Tandroy,ANTANDROY,Tandroy,
100677,ted,Te,"KROUMEN, TEPO",Te,
5848,tel,Telugu,TELUGU,Telugu,
139167,tel,Yanadi,NETHAKANI,Telugu,Yanadi
13098,tem,Themne,THEMNE,Themne,
20963,teo,Teso,ATESO,Teso,
20964,teo,Teso,"TESO, KENYAN",Teso,
16628,tes,Tenggerese,TENGGER,Tenggerese,
53297,tet,Wider Tetun,TETUN BELU,,
100574,tex,Tenet,TENNET,Tenet,
17110,tft,Ternate Vehicular,TERNATE,Ternate Vehicular,
24156,tgk,West Tajiki,SAMARKAND-TAJIK,Tajik,West Tajiki
24309,tgk,Tajik,TAJIK,Tajik,
12551,tgl,Tagalog,TAGALOG,Tagalog,
142360,tgp,Tangoa,TANGOA,Tangoa,
53417,tgw,North Tagbana,"SENOUFO, TAGBANA",,
13169,tha,Central Thai,THAI,Central Thai,
167552,the,Chitwan,CHITWAN THARU,Chitwan,
8982,thf,Thami,THAMI,Thami,
20269,thk,Tharaka,THARAKA,Tharaka,
23714,thl,Dangali,"THARU, DANGAURA",Dang Tharu,Dangali
185063,thl,Dangali,"DANGALI, THARU",Dang Tharu,Dangali
151150,thq,Saptari,SARLAHI THARU,Saptari,
184902,thq,Saptari,SAPTARI,Saptari,
184903,thq,Saptari,BARA THARU,Saptari,
8972,thr,Rana Thakur,RANA THARU,Rana Thakur,
13812,tic,Tira,TIRA,,
4575,tig,Tigre,TIGRE,Tigre,
4576,tir,Tigrai,"TIGRINYA, ETHIOPIA",Tigrai,
23526,tir,Khamasen,"TIGRINYA, ERITREA",Tigrai,Khamasen
2285,tiv,Tiv,TIV,Tiv,
12537,tiy,Tiruray,TIRURAY,Tiruray,
20270,tjg,Tunjung Dayak,TUNJUNG,,
23325,tkb,Buksa,BUKSA,Buksa,
26862,tke,Takwane,TAKWANE,Takwane,
139117,tkg,Taisaka,"MALAGASY, ANTESAKA",Taisaka,
142653,tkt,Kathariya,"THARU, KATHARIYA",Dang Tharu,Kathariya
100859,tlb,Tobelo,TOBELO,,
17547,tld,Talaud,TALAUD,,
22203,tlj,Talinga Bwisi,LUBWISI,Talinga Bwisi,
20965,tll,Sungu,OTETELA,Sungu,
1124,tly,Talysh,TALYSH,Talishi,Talysh
142777,tmf,Maskoy,TOBA-MASKOY,Maskoy,
41117,tnc,Tanimuca,LETUAMA-TANIMUCA,Yauna,Tanimuca
14970,tnn,Wider Tanna,"TANNA, NORTH",,
17436,tnt,Temboan,TONTEMBOAN,Temboan,
142900,toc,Totonac Coyutla,"TOTONAC, COYUTLA",Totonac Coyutla,
20285,tod,Toma,TOMA,Toma,
21094,tog,East Tonga,"TONGA, MALAWI",East Tonga,
20983,toh,Tonga,GITONGA,Tonga,
142905,toi,Wider Tonga,TONGA,,
151817,toi,Shanjo,SHANJO,Shanjo,
8093,toj,Tojolabal,TOJOLABAL,Tojolabal,
17431,tom,Bulu,TOMBULU,Bulu,
14509,ton,Wider Tongan,TONGAN,,
142907,top,Totonac Papantla,"TOTONAC, PAPANTLA",Totonac Papantla,
13805,toq,Toposa,TOPOSA,Toposa,
8089,tos,Totonac Sierra,"TOTONACA, SIERRA",Totonac Sierra,
184464,tpe,Tippera,"KOK BOROK, BANGLADESH",Tippera,
23528,tpi,Tok Pisin Creole,TOK PISIN,Tok Pisin Creole,
169287,tpj,Tapiete,NANDEVA,Guasurango,Tapiete
169301,tpl,Tlacoapa,TLAPANECO DE TLACOAPA,Tlacoapa,
5291,tpm,Tampul,TAMPULMA,Tampul,
184853,tpx,Acatepec Tlapanec,ME'PHAA DE ACATAPEC,Acatepec Tlapanec,
11150,tpz,Vasuii,VASUI,Vasuii,
169603,tqt,Totonac Ozumatlan,XINULAJGSIPIJ,Totonac Ozumatlan,
8079,trc,Copala,"TRIQUE, SAN JUAN COPALA",Copala,
143039,trn,Moxo,TRINITARIO,,
1231,trp,Kok Borok,KOK BOROK,Kok Borok,
24145,tru,Neo-Syriac,SURYOYO,Neo-Syriac,
10474,trw,Turvali,TORWALI,,
176424,tsb,Tsamakula,TSAMAKKO,Tsamakula,
20293,tsc,Tswa,TSWA,Tswa,
12535,tsg,Tau Sug,TAUSUG,Tau Sug,
23047,tsj,Sharchagpa,SHARCHOGPA,Sharchagpa,
1479,tsn,Tswana,TSWANA,Tswana,
8494,tso,Tsonga,TSONGA,Tsonga,
5019,tsv,Tsogo,TSOGO,Tsogo,
20989,tsw,Tsishingini,TSISHINGINI,Vadi,Tsishingini
8075,tsz,Tarascan,PUREPECHA,,
7807,ttq,Huwa,"TAMAJEQ, TAHOUA",Majeq,Huwa
10007,ttr,Tera,TERA,,
20967,tts,Isan,ISAN,Isan,
143321,tue,Tuyuca,TUYUCA,Waimaha,Tuyuca
2281,tui,Tupuri,TUPURI,,
420,tuk,Turkmen,TURKMEN,Turkmen,
53345,tuk,Turkmen,LEVANTINE TURKMEN,Turkmen,
9999,tul,Tula,TULA,Tula,
7786,tum,Tumbuka,TUMBUKA,Tumbuka,
1942,tur,Turk,TURKISH,Turk,
7285,tuv,Turkana,TURKANA,Turkana,
141927,tuy,North Tugen,TUGEN,North Tugen,
141928,tuz,Tyura,TURKA,,
24161,tvd,Vadi,TSUVADI,Vadi,
141931,tvk,Wider Taveak,"AMBRYM, SOUTHEAST",,
141934,tvs,Tuveta,TAVETA,Tuveta,
100107,tvw,Sedoa,SEDOA,Sedoa,
19002,twf,North Tiwa,"TIWA, NORTHERN",,
17423,txs,Tonsea,TONSEA,,
1676,txu,Cayapo,KAYAPO,Cayapo,
26972,txy,Tanosy,"MALAGASY, TANOSY",Tanosy,
3892,tyv,Tuvin,TUVIN,Tuvin,
179655,tyy,Boi,TIYAA,Boi,
8072,tzh,Bachajon,"TZELTAL, BACHAJON",Bachajon,
23135,tzh,Tzeltal,"TZELTAL, TENANGO",,
23936,tzh,Oxchuc,"TZELTAL, OXCHUC",Oxchuc,
184662,tzh,Tzeltal,"TZELTAL, TENEJAPA",,
5433,tzj,East Tzutujil,"TZUTUJIL, EASTERN",East Tzutujil,
150571,tzj,West Tzutujil,"TZUTUJIL, WESTERN",West Tzutujil,
512,tzm,Mazight,"TAMAZIGHT, CENTRAL ATLAS",Mazight,
8069,tzo,Chamula,"TZOTZIL, CHAMULA",Chamula,
100255,ubl,Buhi,"BIKOL, BUHI'NON",Buhi,
18606,udm,Udmurt,UDMURT,Udmurt,
142121,udu,Uduk,UDUK,,
410,uig,East Uyghur,UYGHUR,East Uyghur,
6278,uki,Khondi,KUI,,
14783,ukl,Ukrainian Sign Language,UKRAINIAN SIGN LANGUAGE,Ukrainian,Ukrainian Sign Language
12876,ukr,Ukrainian,UKRAINIAN,Ukrainian,
142180,ukw,Ukwuani,NDOKWA UKWUANI,Ukwuani,
142183,ulb,Lukwumi,OLUKWUMI,Gala,Lukwumi
564,umb,Umbundu,UMBUNDU,Umbundu,
1250,unr,Mundari,MUNDARI,Mundari,
100408,unx,Kera,MUNDA,Mundari,Kera
142266,upv,Uripiv,URIPIV-WALA-RANO-ATCHIN,Uripiv,
1669,urb,Kaapor,URUBU-KAAPOR,Kaapor,
407,urd,Urdu,URDU,Urdu,
9976,urh,Urhobo,URHOBO,Urhobo,
11108,uri,Urim,URIM,Urim,
11105,urt,Urakin,URAT,,
142286,usa,Usarufa,USARUFA,Usarufa,
125402,usi,Usui,USHOI,Usui,
5431,usp,Uspantec,USPANTECO,Uspantec,
160430,uth,Duka,UT-HUN,,
142293,utr,Tulo,ETULO,Tulo,
11092,uvl,Lote,LOTE,Lote,
3888,uzn,Uzbek,"UZBEK, NORTHERN",Uzbek,
406,uzs,South Uzbek,"UZBEK, SOUTHERN",South Uzbek,
5279,vag,Vaghla,VAGLA,Vaghla,
100506,vah,Varhadi,VARHADI-NAGPURI,Varhadi,
7564,vai,Vai,VAI,Vai,
142378,vap,Vaiphei,VAIPHEI,Vaiphei,
5772,vas,Vasavi,VASAVI,Vasavi,
181949,vas,Kotali,VASAVI (KOLCHE),Kotali,
5771,vav,Varli,VARLI,Varli,
13414,ven,Venda,VENDA,Venda,
125753,ver,Vere,VERRE,,
142394,vid,Vidunda,VIDUNDA,Vidunda,
3887,vie,Vietnamese,VIETNAMESE,Vietnamese,
22500,vie,Northwest Viet,"VIETNAMESE, NORTHERN",Vietnamese,Northwest Viet
4295,vif,Vili,VILI,Vili,
16695,vkt,Kutai Tenggarong,"MALAY, TENGGARONG KUTAI",Kutai,Kutai Tenggarong
8038,vmc,Juxtlahuaca,"MIXTECO, CENTRAL JUXTLAHUACA",Silacayoapan,Juxtlahuaca
142483,vmw,Makhuani,MAKHUWA,Makhuani,
184505,vmw,Mithupi,"MAKHAU, TANZANIA",Mithupi,
24141,vun,Wunjo,VUNJO-CHAGGA,Wunjo,
142589,wad,Wandamen,WONDAMA,Wandamen,
4734,wal,Wollamo,WOLAYTTA,Wollamo,
12533,war,Samarenyo,WARAY-WARAY,,
100773,wau,Waura,WAURA,Waura,
5500,wba,Guarao,WARAO,Guarao,
20318,wbi,Wanji,VWANJI,Wanji,
142694,wbj,Si,ALAGWA,Si,
144886,wbm,Wa,"WA, VO",Wa,
5767,wbq,Vadari,WADDAR,Telugu,Vadari
5766,wbr,Wagadi,WAGDI,Wagadi,
184583,wer,Weli,AMAM,,
2261,wes,Kamtok,"PIDGIN, CAMEROON",Kamtok,
21002,wew,Weyewa,WEWEWA,Weyewa,
11052,wiv,Vitu,VITU,Vitu,
9959,wja,Waja,WAJA,Waja,
9955,wji,Sar,WARJI,Sar,
17408,wlo,Wolio,WOLIO,Wolio,
5276,wlx,Waa,WALI,Waa,
99766,wmd,Mamainde,MAMAINDE,Cabixi,Mamainde
20324,wmm,Maiwa,MAIWA,Maiwa,
142964,wms,North Wambon,WAMBON,North Wambon,
8486,wmw,Wider Mwani,MWANI,,
10461,wne,Wanechi,WANECI,Wanechi,
7897,wol,Wolof,WOLOF,Wolof,
143147,wrp,Waropen,WAROPEN,Waropen,
99886,wry,Ajmeri,MERWARI,Ajmeri,
180517,wsg,Adilabad Gondi,SOUTHERN GONDI (ADILABAD),Gondi,Adilabad Gondi
143157,wsk,Waskia,WASKIA,Waskia,
11033,wtk,Watakataui,WATAKATAUI,Watakataui,
99933,wun,Bungu,BUNGU,Bungu,
20623,wuu,Shanghainese,SHANGHAINESE,Shanghainese,
1313,wwa,Waa,WAAMA,Waa,
3832,xal,Kalmyk,KALMYK-OIRAT,Kalmyk,
4724,xan,Xamtanga,XAMTANGA,Xamtanga,
1759,xav,Xavante,XAVANTE,,
20944,xbr,Kambera Vehicular,KAMBERA,Kambera Vehicular,
143339,xdy,Suhaid,MALAYIC DAYAK,Selako,Suhaid
143340,xed,Turu,HDI,Turu,
13408,xho,Xhosa,XHOSA,Xhosa,
184496,xis,Kurux,Kisan,,
5076,xmf,Megreli,MINGRELIAN,Megreli,
24314,xmm,Manado Malay,MANADO,Manado Malay,
7750,xmv,Tankarana,"MALAGASY, ANTANKARANA",Tankarana,
20805,xmw,Tsimihety,TSIMIHETY,Tsimihety,
20084,xnj,North Ngoni,CHINGONI,North Ngoni,
12696,xnn,Kankanay,"KANKANAY, NORTHERN",Kankanay,
5625,xnr,Kangri,KANGRI,Kangri,
20926,xog,Soga,LUSOGA,Soga,
5302,xon,Kpekpam,KONKOMBA,Kpekpam,
108321,xon,Koon,LIKOONL,Koon,
7609,xpe,Kpele,"KPELLE, LIBERIA",Kpele,
20905,xsb,Tina,SAMBAL,Tina,
20223,xsl,Slavey,SLAVEY,Slavey,
22909,xsm,Kasim,"KASEM, BURKINA FASO",,
22910,xsm,Kasim,"KASEM, GHANA",,
142134,xsn,Sanga,SANGA,Sanga,
3929,xsr,Sherpa,SHERPA,Sherpa,
1720,xsu,Tsanuma,SANUMA,,
13719,xtc,Miri,KATCHA-KADUGLI-MIRI,Miri,
8294,xtd,Diuxi,"MIXTECO, DIUXI-TILANTONGO",Diuxi,
142141,xte,Kupel,KETENGBAN,,
142146,xtm,Santa Magdalena Penasco,"MIXTEC, MAGDALENA PENASCO",Yucuane,Santa Magdalena Penasco
23992,xtn,Teposcolula,"MIXTECO, MONTE VERDE",Numi,Teposcolula
142214,xuj,Jennu Kurumba,"KURUMBA, JENNU",Jennu Kurumba,
2641,xuo,Kuo,KUO,Kuo,
581,xuu,Xu,XUN,Xu,
142312,yaa,Yami,YAMINAHUA,Yami,
139126,yaf,Wider Yaka,"YAKA, D R C",,
5468,yal,Yalunka,YALUNKA,Yalunka,
2249,yam,Yamba,YAMBA,Yamba,
7773,yao,Yao,YAO,Yao,
184489,yao,South Yao,"YAO, TANZANIA",Yao,South Yao
8381,yap,Yap,YAPESE,Yap,
8026,yaq,Yaqui,YAQUI,Yaqui,
108591,yay,Rei,EREI,Rei,
23154,yaz,Ko,LOKAA,Ko,
9940,yba,Yala,YALA,Yala,
19504,ybb,Dschang,YEMBA,Dschang,
100282,ybh,Yakkha,YAKHA,Yakkha,
4148,ycn,Yucuna,YUCUNA,Yucuna,
5130,ydd,Yiddish,YIDDISH,,
142491,yea,Adiyan,RAVULA,,Adiyan
9930,yer,Wider Taroh,TAROK,,
23326,yeu,Yerukula,YERUKULA,Yerukula,
100453,yim,Yimchungru,"NAGA, YIMCHUNGRU",South Yimchungru,Yimchungru
12529,yka,Yakan,YAKAN,Yakan,
3144,yky,Yakoma,YAKOMA,Yakoma,
13376,ymm,Maay,MAAY,Maay,
168775,ynq,Wider Yendam,YANDANG,,
24095,yns,Yans,IYANSI,Yans,
22195,yom,Yombe,KIYOMBE,Yombe,
10981,yon,Yonggom,YONGGOM,Yonggom,
1308,yor,Yoruba,YORUBA,Yoruba,
21012,yua,Wider Maya,MAYAN,,
20601,yue,Cantonese,CANTONESE,Cantonese,
9905,yun,Buna,YUNGUR,Buna,
142985,yuz,Yuracare,YURACARE,Yuracare,
142986,yva,Yawa Maninon,YAWA,Yawa Maninon,
22847,ywq,Dian Dongbei,"NASU, EASTERN",Dian Dongbei,
8023,zaa,Atepec,"ZAPOTECO, SIERRA DE JUAREZ",Ixtlan,Atepec
8021,zab,Guelavia,"ZAPOTECO, SAN JUAN GUELAVIA",Tlacolula,Guelavia
8014,zai,Zapotec Istmo,"ZAPOTECO, ISTHMUS",Zapotec Istmo,
143175,zaj,Zalamo,ZARAMO,Zalamo,
14064,zak,Zanaki,ZANAKI,Zanaki,
100807,zat,Tabaa,"ZAPOTEC, TABAA",Villa Alta,Tabaa
8000,zaw,Mitla,"ZAPOTECO, MITLA",Tlacolula,Mitla
152162,zay,Zayse,ZAYSE,Zayse,
23181,zch,"Zhuang, Central Hongshuihe","ZHUANG, NORTHERN (HONGSHUIHE)","Zhuang, Central Hongshuihe",
15903,zdj,Ngazidya,"COMORIAN, SHINGAZIDJA",Ngazidya,
14159,zga,Kinga,KINGA,Kinga,
143265,zhn,"Zhuang, Nong","ZHUANG, NONG","Zhuang, Nong",
143268,zia,Zia,ZIA,Zia,
152300,zia,Mawae,MAWAE,Mawae,
14183,zin,Jinja,ZINZA,Jinja,
14060,ziw,Zigula,ZIGULA,Zigula,
1927,zlm,Malaysian,MALAY,Malaysian,
15538,zmb,Zimba,ZIMBA,Zimba,
143356,zmz,Mbanja,MBANDJA,Mbanja,
23524,zne,Zande,"ZANDE, DRC",Zande,
23525,zne,Sueh,"ZANDE, SOUTH SUDAN",Zande,Sueh
7988,zos,Zoque Francisco Leon,"ZOQUE, FRANCISCO LEON",Zoque Francisco Leon,
26934,zpf,Quiatoni,"ZAPOTEC, SAN PEDRO QUIATONI",Tlacolula,Quiatoni
7960,zpu,Yalalag,"ZAPOTECO, YALALAG",Yalalag,
5935,zrg,Wider Oriya,MIRGAN,,
7954,zsr,South Rincon,"ZAPOTECO, SOUTHERN RINCON",Villa Alta,South Rincon
7946,ztp,East Loxicha,"ZAPOTECO, WESTERN POCHUTLA",East Loxicha,
23972,ztp,East Loxicha,"ZAPOTECO, SAN AGUSTIN LOXICHA",East Loxicha,
7547,zul,Zulu,ZULU,Zulu,
18922,zun,Zuni,ZUNI,Zuni,
23180,zyb,Northern Zhuang,"ZHUANG, NORTHERN (YONGBEI)",Northern Zhuang,
99910,zyj,Yu Chiang,"ZHUANG, YOUJIANG",Yu Chiang,
13192,,Hainanese,HAINANESE,,
23075,,Chao Shan,TEOCHEW,Chao Shan,
184515,,Central Quan Zhang,"CHINESE, HOKKIEN AMOY",Central Quan Zhang,
184819,,Min Nan Emigre,PENANG HOKKIEN,Central Quan Zhang,Min Nan Emigre
