WESS_LAN_num,ISO_lang,Anglicized_name,Language_JFProd,Language_name_WCD,Dialect_name
184844,fli,North Fali,FALI NORTH,,
50087,flr,Fuliru,KIFULIIRU,Fuliru,
184451,fmu,Bhamani Maria,GAITA KOITOR,Maria,Bhamani Maria
20662,fng,Fanakolo,FANAKALO,Fanakolo,
1304,fon,Fon,FON-GBE,Fon,
26270,fpe,Fernando Poo Creole,FERNANDO PO CREOLE ENGLISH,Krio,Fernando Poo Creole
496,fra,French,FRENCH,French,
16956,frd,Wider Fordata,FORDATA,,
24014,fub,Adamawa,FULFULDE-ADAMAWA,Adamawa,
5048,fuc,Pulaar,"FULFULDE, PULAAR",Pulaar,
5050,fuc,Kunda,FULACUNDA,Kunda,Kunda
1299,fue,Borgu,"FULFULDE, BENIN-TOGO",Borgu,
5459,fuf,Futa Jalon,FUUTA JALON,Futa Jalon,
23920,fuh,Dallol Boso,"FULFULDE, WESTERN NIGER",Dallol Boso,
140551,fuu,Furu,FURU,Furu,
24038,fuv,Kano,"FULFULDE, CAKA NIGERIA",Sokoto,Kano
53418,fvr,Bele For,FUR,Bele For,
140555,fwe,Fwe,FWE,Fwe,
27152,gaa,Ga,GA,,
140558,gad,South Gadang,GADDANG,,
1935,gag,Gagauzi,GAGAUZ,Gagauzi,
19685,gaj,Gadsup,GADSUP,Gadsup,
12151,gam,Kandawo,KANDAWO,Kandawo,
140566,gaq,Gta,GATA',Gta,
24340,gas,Adiwasi Girasia,"GARASIA, ADIWASI",Vasavi,Adiwasi Girasia
140569,gau,Konekor,"GADABA, MUDHILI",Gadaba,Konekor
4699,gax,Guji,GUJI,Guji,
4700,gax,Arusi,"OROMO, BORANA-ARSI-GUJI",Arusi,
17807,gay,Gayo,GAYO,,
4695,gaz,Mecha,"OROMO, WEST-CENTRAL",Mecha,
16954,gbi,Galela,GALELA,,
184548,gbj,Gutob,GUTOB GADABA,Gutob,
6533,gbl,Gamati,GAMIT,Gamati,
6532,gbm,Gadhwali,GARHWALI,Gadhwali,
23926,gbo,Central North Grebo,"GREBO, NORTHERN",,
22651,gbp,Gbeya,GBEYA,Gbeya,
10085,gbr,Gbagye,GBAGYI,,
10076,gby,Gwari,GBARI,,
4472,gcf,Antillais,LESSER ANTILLEAN CREOLE FRENCH,Antillais,
161859,gdd,Bel,BEL,,
184801,gdf,Kudupa,GAVVA,Kudupa,
4694,gdl,Dirashat,DIRASHA,Dirashat,
1342,gej,Gen,GEN-GBE,Gen,
53312,gek,Yiwom,YWOM,Yiwom,
10157,gel,Kag,FAKAI,Kag,
140672,gga,Gao,GAO,Gao,
7658,ggb,Gbii,GBII,Gbii,
98306,ggu,Gba,GAGU,Gba,
4812,gil,Kiribati,KIRIBATI,Kiribati,
2754,giz,South Giziga,"GIZIGA, SOUTH",,
5187,gjn,Gonja,GONJA,,
43229,gju,Gujuri,GOJRI,Gujuri,
10143,gkn,Gokana,GOKANA,Gokana,
5456,gkp,Kpelese,"KPELLE, GUINEA",Kpelese,
14818,gla,Scottish Gaelic,"GAELIC, SCOTS",Scottish Gaelic,
6884,gle,Irish Gaelic,"GAELIC, IRISH",Irish Gaelic,
19705,glg,Galician,GALICIAN,Galician,
6707,glk,Ghilaki,GILAKI,Ghilaki,
140740,glw,Gelvaxda,GLAVDA,Gelvaxda,
4635,gmv,Gemu Dona,GAMO,Gemu Dona,
53313,gmz,Mgbo,MGBOLIZHIA,Mgbo,
117883,gng,Gangam,GANGAM,Gangam,
6511,gno,Betul,"GONDI, NORTHERN",Gondi,Betul
184828,gnw,West Guarani Boliviano,"GUARANI, WESTERN BOLIVIAN",Guasurango,West Guarani Boliviano
16064,goa,Golo,GURO,Golo,
184596,god,Godye,GODIE,,
4634,gof,Gofa,GOFA,Gofa,
14206,gog,Gogo,GOGO,Gogo,
140770,goj,Gowlan,GOWLAN,Gowlan,
7617,gol,Wider Gola,GOLA,,
184479,gom,Goanese,GOAN KONKANI,Goanese,
19716,gor,East Gorontalo,GORONTALO,East Gorontalo,
98407,gqa,Gaanda,GA'ANDA,Gaanda,
24341,gra,Rajput Girasia,"GARASIA, RAJPUT",Rajput Girasia,
1204,grt,Garo,GARO,Garo,
4684,gru,Soddo,"GURAGE, SODO",Soddo,Soddo
2518,gso,Gbaya Vehicular,"GBAYA, SOUTHWEST",Gbaya Vehicular,
1582,gub,Guajajara,GUAJAJARA,Guajajara,
4232,guc,Wayuu,WAYUU,Wayuu,
16052,gud,Yokobue,"DIDA, YOCOBOUE",Yokobue,
12327,gug,Guarani,"GUARANI, PARAGUAYAN",Guarani,
19720,guh,Guahi,GUAHIBO,Guahi,
20631,gui,Chiriguano,"GUARANI, BOLIVIAN, EASTERN",Guasurango,Chiriguano
6596,guj,Kathiawadi,KATHIYAWADI,Kathiawadi,
6600,guj,Central Gujaraati,GUJARATI,Central Gujaraati,
184659,guk,Gumuz,NORTH GUMUZ,,
184660,guk,Gumuz,SOUTH GUMUZ,,
4230,gum,Guambiano,GUAMBIANO,Guambiano,
623,gun,Mbya,"GUARANI, MBYA",Mbya,
184846,guq,Ache,ACHE,Ache,
2062,gur,Guren,GURENNE,Guren,
1573,guu,Padamo,YANOMAMO,Padamo,
1297,guw,Gun,GUN-GBE,Gun,
1296,gux,Central Gulma,GOURMANCHEMA,Central Gulma,
7326,guz,Gusii,GUSII,Gusii,
19725,gvf,Golin,GOLIN,Golin,
1569,gvo,Ikoro,GAVIAO DO JIPARANA,Ikoro,
6485,gvr,Wider Gurung,GURUNG,,
98459,gwd,Kawwate,"ALE, GAWWADA",Kawwate,
14692,gwr,Gwere,GWERE,Gwere,
16048,gxx,Wider Wobe,"GUERE, CENTRAL",,
2745,gya,Central Gbaya,"GBAYA, NORTHWEST",Central Gbaya,
10597,gym,Wider Ngabere,GUAYMI,,
20693,gyn,Guyanese,GUYANESE CREOLE,Guyanese,
139090,gyz,Geji,GYAAZI,Geji,
139169,hac,Hawrami,"KURDI, HAWRAMI",Hawrami,
140928,hae,Qottu,"OROMO, EASTERN",Qottu,
5319,hag,Hanga,HANGA,Hanga,
1193,haj,Haijong,HAJONG,Haijong,
20611,hak,Hakka,HAKKA,Hakka,
162168,hak,Wider Hakka,"PONTIANAK, HAKKA",,
19733,haq,Ha,IGIHA,Ha,
4473,hat,Haitian,HAITIAN CREOLE,Haitian,
1341,hau,Hausa,HAUSA,Hausa,
184517,haw,Nihau,HAWAIIAN NI'HAU,Nihau,
14201,hay,Haya,HAYA,Haya,
450,haz,Central Hazaragi,HAZARAGI,Qazvini,Central Hazaragi
9597,hbb,Kilba,HUBA,,
140943,hbn,Eebang,HEIBAN,Eebang,
8277,hch,Wider Hichola,HUICHOL,,
4667,hdy,Hadiyya,HADIYYA,Hadiyya,
6930,heb,Modern Hebrew,HEBREW,Modern Hebrew,
14192,heh,Hehe,HEHE,Hehe,
15557,hem,Hemba,HEMBA,Hemba,
1454,her,Herero,HERERO,Herero,
53300,hif,Fijian Hindi,FIJI-HINDI,Awadhi,Fijian Hindi
22645,hig,Kamwe,HIGGI,,
19738,hil,Hiligaynon,HILIGAYNON,Hiligaynon,
6464,hin,Hindi,HINDI,Hindi,
1566,hix,Hishkaryana,HIXKARYANA,Hishkaryana,
184462,hkk,Hunjara,KOKODA K AINAKE,Hunjara,
12065,hla,East Buka,HALIA,,
19739,hlb,Halbi,HALBI,Halbi,
22812,hmd,Hua Hwa,A-HMAO,Hmong Njua,Hua Hwa
22819,hmj,Chonganjiang,GE,Hmong Daw,Chonganjiang
21120,hmo,Hiri Motu,HIRI MOTU,Hiri Motu,
6465,hmr,Hmar,HMAR,Hmar,
22826,hmz,Sinicized Miao,HMONG SHUAD,Hmong Njua,Sinicized Miao
10455,hnd,Hindko,"HINDKO, SOUTHERN",Hindko,
6463,hne,Chhattisgarhi,CHHATTISGARHI,Chhattisgarhi,
184506,hni,Hani,"HANI, HAYA",,
10450,hno,Hindki,"HINDKO, NORTHERN",Hindki,
5511,hns,Caribbean Bhojpuri,"HINDI, CARIBBEAN",Caribbean Bhojpuri,
1189,hoc,Ho,HO,Ho,
20696,hoj,Harauti,HADOTHI,Harauti,Harauti
12057,hot,Hote,HOTE,Hote,
3976,how,Honi,"HANIQ, BEEQHONGQ",Honi,
19747,hre,Hre,HRE,Hre,
1109,hrv,Croatian,CROATIAN,Croatian,
20627,hsn,Xiang,XIANG,Xiang,
184483,hub,Huambisa,WAMPIS,Huambisa,
12053,hui,Huli,HULI,Huli,
15548,hum,Hungaan,HUNGANA,Hungaan,
1107,hun,Hungarian,HUNGARIAN,Hungarian,
108102,hun,Csango,CSANGO,Csango,
8265,hus,West Huastec,"HUASTECO, SAN LUIS POTOSI",West Huastec,
8272,hus,East Huastec,"HUASTECO, VERACRUZ",East Huastec,
140882,huu,Wider Murui Huitoto,"HUITOTO, MURUI",,
8266,huv,West Huave,"HUAVE, SAN MATEO DEL MAR",West Huave,
17346,hvn,Sawu,SABU,,
140893,hwc,Hawaiian Creole,HAWAI'I PIDGIN,Hawaiian Creole,
119277,hwo,Tuftera,HONA,Tuftera,
646,hye,East Armenian,ARMENIAN,East Armenian,
20550,hyw,West Armenian,"ARMENIAN, WESTERN",West Armenian,
1924,iba,Iban Sarawak,IBAN,,
9811,ibb,Ibibio,IBIBIO,Ibibio,
12750,ibg,Ybanag,IBANAG,,
12747,ibl,Baloi,IBALOI,Baloi,
9774,ibo,Igbo,IGBO,Igbo,
139157,ibo,Afikpo,EHUGBO,Central North Igbo,Afikpo
148878,ibo,Onitsha,ENUANI,Central North Igbo,Onitsha
177626,ich,Cen,ICHEN,Cen,
184519,icr,San Andres,SAN ANDRES ISLANDER CREOLE,San Andres,
105534,ida,Tiriki,TIRIKI,Tiriki,
184549,idd,Idaca,IDAASHA,West Yoruba,Idaca
9793,idu,Wider Idoma,IDOMA,,
12743,ifa,Amganad,"IFUGAO, AMGANAD",Amganad,
1338,ife,Ife,IFE,Central Yoruba,Ife
141009,ifu,Mayoyao,"IFUGAO, MAYOYAO",Mayoyao,
9789,igb,Wider Ebira,EBIRA,,
9784,ige,Ju,IGEDE,Ju,
9779,igl,Gala,IGALA,Gala,
3732,iii,Wider Thongho,"NOSU, SHENGZHA",,
22863,iii,Wider Thongho,SUODI,,
53432,ijc,Kolokuma,KOLOKUMA (IZON),Kolokuma,
9733,ijn,Kalabari,KALABARI,Kalabari,
9731,ijs,Nembe,NEMBE,Nembe,
3076,ike,East Eskimo,"INUKTITUT, EASTERN CANADIAN",,
9728,ikk,Ika,IKA,Ika,
14188,ikz,Zu,IKIZU,Zanaki,Zu
19759,ilb,Ila,ILA,Ila,
184845,ilk,Lon Got,BUGKALOT,Lon Got,
12723,ilo,Ilocano Vehicular,ILOCANO,Ilocano Vehicular,
98588,ilp,,IRANUN,,
185197,ilp,Sabah Ila,"IRANUN, WESTERN",Sabah Ila,
12040,imo,Ubu Ugu,IMBONGU,,
16639,ind,Indonesian,INDONESIAN (YESUS),Indonesian,
184566,ind,Indonesian,INDONESIAN (ISA),Indonesian,
18555,inh,Ingush,INGUSH,Ingush,
98663,ipi,Ipili,IPILI,,
9691,iqw,Ikwo,IKWO,Ikwo,
44748,iri,Nka Rigwe,RIGWE,Nka Rigwe,
14187,irk,Iraqw,IRAQW,Iraqw,
6440,iru,Irula,IRULA,Irula,
12714,isd,Isneg,ISNAG,,
184584,isi,Kum,NKIM-NKUM,Kum,
5563,isl,Icelandic,ICELANDIC,Icelandic,
9699,iso,Isoko,ISOKO,Isoko,
4415,ita,Italian Formal,ITALIAN,Italian Formal,
184691,itd,,"TIDUNG, SOUTHERN",,
21740,its,Itsekiri,ITSEKIRI,Itsekiri,
20717,itv,Itawis,ITAWIS,Itawis,
22098,ium,Iu Mien,YAO (IU MIEN),Iu Mien,
141113,ivv,North Ivatan,IVATAN,,
5420,ixl,Ixil Nebaj,"IXIL, NEBAJ",Ixil Nebaj,
10106,izr,Wider Izere,IZERE,,
9694,izz,Izi,Izii,Izi,
1552,jaa,Jarawara,JARUARA,Jarawara,
98630,jab,Hyam,HYAM,Hyam,
5415,jac,West Jacaltec,"JACALTECO, WESTERN",West Jacaltec,
141124,jae,Yabem,YABEM,Yabem,
4203,jam,West Indies Creole,WESTERN CARIBBEAN CREOLE ENGLISH,,
184701,jam,Western Caribbean Creole,JAMAICAN PATWA,Western Caribbean Creole,
13195,jav,Javanese,JAVANESE,Javanese,
19766,jav,Cirebon,CIREBON,Javanese,Cirebon
19767,jav,Banten,"JAVANESE, BANTEN",Banten,
184911,jav,Central West Jawa,JAVANESE BANYUMASAN,Javanese,Central West Jawa
17753,jax,Djamb,"MALAY, JAMBI",Djamb,
10559,jdg,Jad,JADGALI,Jad,
141153,jeh,Jeh,JEH,Jeh,
32807,jen,Janjo,JENJO,,
141158,jer,Jera,JERE,,
119071,jgk,Jar,JAR,,
2344,jgo,Mundum,NGOMBA,Mundum,
9669,jib,Njikum,JIBU,Njikum,
14182,jit,Jita,JITA,Jita,
4499,jiv,Shuar,SHUAR,Shuar,
24142,jmc,Mashami,MASHAMI-CHAGGA,Mashami,
141060,jmd,Wider Yamdena,YAMDENA,,
53298,jml,Jumleli,KARNALI,Nepali,Jumleli
141066,jmw,Mouwase,MOUWASE,Omati,Mouwase
6428,jns,Jaunsari,JAUNSARI,Jaunsari,
7138,jos,Jordanian Sign Language,JORDANIAN SIGN LANGUAGE,Levantine Arabic,Jordanian Sign Language
7083,jpn,Japanese,JAPANESE,Japanese,
22499,jra,Djarai,JORAI,,
7090,jsl,Japanese Sign Language,JAPANESE SIGN LANGUAGE,Japanese,Japanese Sign Language
141238,jud,Woroduguka,WORODOUGOU,Woroduguka,
22205,juk,Wapan,JUKUN,Wapan,
6426,jun,Juang,JUANG,Juang,
6425,juy,Juray,JURAY,Juray,
4940,jvn,Jawa Surinam,"JAVANESE, CARIBBEAN",Jawa Surinam,
448,kaa,Karakalpak,KARAKALPAK,Karakalpak,
494,kab,Central Kabyle,KABYLE,Central Kabyle,
139137,kab,East Kabyle,Tasahlit,East Kabyle,
4088,kac,Jing Pho,JINGPHO,Jing Pho,
180999,kad,Kadara,EDA,,
20738,kai,Karekare,KARAI-KARAI,,
9639,kaj,J Ju,JJU,J Ju,
163423,kak,Kalahan,KALANGUYA,,
21199,kal,Kalaallisut Formal,KALAALLISUT (GREENLANDIC),Kalaallisut Formal,
20730,kam,Kamba,KIKAMBA,Kamba,
6318,kan,Kannada,KANNADA,Kannada,
141265,kao,Khasonka,XAASONGAXANGO,Khasonka,
141267,kaq,Capa,CAPANAHUA,Capa,
6298,kas,Kashmiri,KASHMIRI,,
5112,kat,Georgian,GEORGIAN,Georgian,
371,kaz,Kazakh,KAZAKH,Kazakh,
1538,kbc,Kadiweu,KADIWEU,Kadiweu,
14632,kbd,Central Qaberdey,KABARDIAN,Qaberdey,Central Qaberdey
98838,kbo,Kaliko,KELIKO,Kaliko,
1336,kbp,Kabiye,KABIYE,Kabiye,
12019,kbq,Kamano,KAMANO,Kamano,
22439,kbr,Kafaa,KAFA,Kafaa,
42106,kby,Manga,MANGA,Manga,
98853,kcg,Tab,TYAP,Tab,
1510,kck,Kalanga,KALANGA,Kalanga,
9618,kcq,Kamo,KAMO,Kamo,
141310,kdc,Kutu,KUTU,Kutu,
8433,kde,South Makonde,"MAKONDE, MOZAMBIQUE",Makonde,South Makonde
141311,kdf,Mamusi,MAMUSI,Mamusi,
1335,kdh,Tem,TEM,Tem,
14677,kdi,Kumam,KUMAM,Kumam,
20736,kdj,Karimojong,NGAKARIMOJONG,Karimojong,
9616,kdl,Kimba,TSIKIMBA,Agaushi,Kimba
163660,kdn,South Kunda,CHIKUNDA,South Kunda,
2173,kdt,Kuy,KUY,Kuy,
53431,kea,Sotavento,"KABUVERDIANU, SOTAVENTU",Caboverdian,Sotavento
139094,kea,Barlavento,"KABEVERDIANE, BARLAVENTE",Caboverdian,Barlavento
141325,ked,Kerebe,KEREWE,Kerebe,
1276,kek,Wider Kekchi,KEKCHI,,
13692,keo,Kakwa,KAKWA,Kakwa,
141199,keu,Gberi Ke,AKEBU,Gberi Ke,
6414,kex,Kungabi,KUKNA,Konkan Marathi,Kungabi
141202,key,Kupia Odia,KUPIA,Kupia Odia,
9604,kez,Wider Kele,KUKELE,,
163136,kfb,Kolamboli,KOLAMI,,
141204,kfc,Wider Kondadora,KONDA-DORA,,
6400,kff,Koya,KOYA,Koya,
148910,kff,Malakanagiri Koya,MALKANGIRI KOYA,Koya,Malakanagiri Koya
98730,kfi,Central Kurumba,KURUMBA KANNADA,Central Kurumba,
6383,kfk,Kinnauri Vehicular,KINNAURI,Kanauri,Kinnauri Vehicular
6372,kfp,Korwa,KORWA,Korwa,
6370,kfq,Wider Korku,KORKU,,
21661,kfr,Kachchi,KACHCHHI,Kachchi,
6362,kft,Kanjari,KANJARI,Kangri,Kanjari
23692,kfx,Kului,KULVI,Kului,
6353,kfy,Kumauni,KUMAUNI,Kumauni,
17752,kge,Komering,KOMERING,Komering,
622,kgk,Kaingwa,KAIWA,Kaingwa,
1197,kha,Khasi,KHASI,Khasi,
20789,khb,Tai Lu,TAI LUE,Tai Lu,
23225,khg,Kham,"KHAMPA, EASTERN",Kham Atuence,Kham
18259,khk,Halh,"MONGOLIAN, HALH",Halh,
24024,khm,Phnom Penh,"KHMER, CENTRAL - M",Central Khmae,Phnom Penh
178043,khm,Central Khmae,KHMER,Central Khmae,
164337,khn,Khandesi,KHANDESHI BHILI,Khandesi,
24012,khq,Timbuktu,"SONGAI, TIMBUKTU",West Songhay,Timbuktu
6326,khr,Kharia,KHARIA,Kharia,
10558,khw,Khowar,KHOWAR,Khowar,
19803,khy,Kele,KELE,Kele,
99042,khz,Keopara,KEAPARA,Keopara,
139193,khz,Keopara,Keakalo,Keopara,
141334,kib,Koalib,KOALIB,,
20679,kik,Kikuyu,KIKUYU,Kikuyu,
20900,kin,Rwandese,KINYARWANDA,Rwandese,
106188,kin,Fumbwa,RUFUMBIRA,Rwandese,Fumbwa
53299,kir,Kirghiz,KYRGYZ,Kirghiz,
22684,kiu,Kurmanjiki,DERSIM ZAZAKI,Kurmanjiki,
149217,kiw,Wider Kiwai,KOPE,,
149219,kiw,Wider Kiwai,GIBAIO,,
163806,kix,Khiamngan,KHIAMNIUNGAN,West Khiamngan,Khiamngan
141355,kjb,East Kanjobal,Q'ANJOB'AL,East Kanjobal,
3817,kjg,Khmu,KHMU,Khmu,
3816,kjh,Khakas,KHAKAS,Khakas,
141359,kji,Zabana,ZABANA,Zabana,
17518,kjk,Konjo Pegunungan,"KONJO, HIGHLAND",Konjo Pegunungan,
141363,kjo,Kanauri,"KINNAURI, PAHARI",Kanauri,
14295,kjp,Kanchana Buri,"KAREN, PWO EASTERN",Kanchana Buri,
14157,kki,Kagulu,KAGULU,Kagulu,
2639,kkj,Kako,KAKO,Kako,
12693,klg,Tagakaulu,"KALAGAN, TAGAKAULU",Tagakaulu,
11956,klq,Kairi,RUMU,Kairi,
20750,klu,Wider Kru,KRU,,
141436,klv,Kuliviu,MASKELYNES,Kuliviu,
164090,klw,Lindu,TADO,Lindu,
5303,kma,Kon,KONNI,Kon,
569,kmb,Mbundu,KIMBUNDU,Mbundu,
3803,kmc,Kam,"DONG, SOUTHERN",Kam,
20770,kmr,Northern Kurdish,KURMANJI STANDARD,,
21096,kmr,Northern Kurdish,KURMANJI - CIS,,
53333,kmr,Behdini,"KURDI, BEHDINI",Behdini,
184484,kmr,Northern Kurdish,"KURDISH, AFRINI",,
141455,kms,Kamasau,KAMASAU,Kamasau,
19822,kna,Dera,DERA,Dera,
149408,knb,Guinaang,GUINA-ANG KALINGA,Guinaang,
2614,knc,Yerwa,"KANURI, YERWA",Yerwa,
12682,kne,South Kankanaey,KANKANAEY,,
5042,knf,Mankany,MANKANYA,Mankany,
20754,kng,Kongo,KIKONGO,Kongo,
5428,knj,West Kanjobal,ACATECO,West Kanjobal,
5485,knk,Kuranko,KURANKO,Kuranko,
164216,knn,Konkan Marathi,MANGALOREAN KONKANI,Konkan Marathi,
23520,kno,Kono,"KONO, SIERRA LEONE",Kono,
22679,knx,Kendayan,KENDAYAN (KANAYATN),Selako,Kendayan
184936,knx,Selako,"BALANGIN, INDO",Selako,
15653,kny,Kanyoka,KANYOK,Kanyoka,
18528,koi,Komi Permyat,KOMI-PERMYAK,Komi Permyat,
3804,kor,Korean,KOREAN,Korean,
7350,kor,Hamgyong Nam Do,HAMGYONGDO,Northeast Hankukmal,Hamgyong Nam Do
24000,kor,Chosun Munhwa,"KOREAN, NORTH",Chosun Munhwa,
141382,kpc,Currim,CURRIPACO,Currim,
19241,kpm,Koho,KOHO,Koho,
5296,kpo,Akposo,AKPOSO,,
141560,kps,Tehit,TEHIT,Tehit,
18521,kpv,Komi Zyryan,KOMI-ZYRIAN,Komi Zyryan,
141566,kpz,Sabiny,KUPSAPIINY,Sabiny,
141569,kqc,Doromu,DOROMU-KOKI,Doromu,
24359,kqe,Kalagan,"KALAGAN, EASTERN",,
24360,kqe,Kalagan,"KALAGEN, WESTERN",,
15642,kqn,Kaonde,KAONDE,Kaonde,
22194,kqo,Cien,TCHIEN-KRAHN,Cien,
5481,kqs,North Kisi,"KISSI, NORTHERN",North Kisi,
141586,kqw,Kandas,KANDAS,Kandas,
4656,kqy,Koore,KOORETE,Koore,
18518,krc,Balkar,BALKAR,Balkar,
4547,kri,Krio,KRIO,Krio,
12672,krj,Kinaray,KINARAY-A,,
4835,krl,Wider Karelian,KARELIAN,,
99152,krs,Kresh,"GBAYA-KRESH, SOUTH SUDAN",,
1194,kru,Kurux,KURUX,,
141602,krx,Karon,KARON,Karon,
14154,ksb,Shambala,SHAMBALA,Shambala,
141610,ksj,Kwale,UARE,Kwale,
3191,ksp,Kaba,KABA,Kaba,
7587,kss,South Kisi,"KISI, SOUTHERN",South Kisi,
8631,ksw,Sgaw Karen,"KAREN, SGAW",Sgaw Karen,
6282,ksz,Koraku,KORAKU,Koraku,
4655,ktb,Kambata,KAMBAATA,Kambata,
99184,ktj,Pla,"KROUMEN, PLAPO",Pla,
15639,ktu,Kituba,KITUBA,Kituba,
548,kua,Kwanyama,KWANYAMA,Kwanyama,
2590,kub,Kutep,KUTEB,,
141644,kud,Auhelawa,AUHELAWA,,
19854,kue,Kuman,KUMAN,Kuman,
121129,kuh,Chonge,GOJI,Chonge,
141647,kui,Kuikuro,KUIKURO-KALAPALO,Kuikuro,
7186,kuj,Koria,KURIA,Koria,
14629,kum,Kumyk,KUMYK,Kumyk,
4585,kun,Kunama,KUNAMA,,
11789,kup,Kunimaipa,KUNIMAIPA,,
5261,kus,Ango,"KUSAAL, EASTERN",Kusaal,Ango
141667,kvg,Kuni,KUNI-BOAZI,Kuni,
7355,kvk,Korean Sign Language,KOREAN SIGN LANGUAGE,Korean,Korean Sign Language
17739,kvr,Kerinci,KERINCI,Kerinci,
10536,kvx,Parkari,"KOHLI, PARKARI",Parkari,
141513,kwd,Kwaio,KWAIO,Kwaio,
141515,kwf,Kwaraae,Kwara'ae,Kwaraae,
547,kwn,Kwangali,KWANGALI,Kwangali,
184571,kwx,,PALAMUA,,
545,kwy,Koongo Formal,"KONGO, SAN SALVADOR",Koongo,Koongo Formal
20753,kxc,Karatti,KONSO,Karatti,
14384,kxm,North Khmeer,"KHMER, NORTHERN",North Khmeer,
184810,kxp,Tharadari,THRADHRI KOHLI,Tharadari,
6275,kxv,Kuvi,KUVI,Kuvi,
184467,kxv,Kuvi,"KUVI, ODISHA",Kuvi,
14132,kya,Kwaya,KWAYA,Kwaya,
184818,kye,Krachi,KAAKYE,,
99359,kyf,Kuya,KOUYA,Kuya,
99364,kyk,Wider Camayo,KAMAYO,,
23549,kyu,Kayah,"KAYAH LI, WESTERN",Kayah,
1624,kyz,Kayabi,KAYABI,Kayabi,
17509,kzf,Daa,"KAILI, DAA",Daa,
7793,kzn,Kokola,KOKOLA,Chwabo,Kokola
19877,kzr,Karang,KARANG,Karang,
164996,lag,Langi,KILAANGI,Langi,
7792,lai,Lambya,LAMBYA,Lambya,
19884,laj,Lango,LANGO,Lango,
15631,lam,Lamba,LAMBA,Lamba,
7411,lao,Lao,LAO,Lao,
1333,las,Lama,LAMA,Lama,
18509,lbe,Lak,LAK,Lak,
6271,lbj,Ladakhi,LADAKHI,Ladakhi,
99260,lbr,North Lorong,"LORUNG, NORTHERN",,
17501,lbw,Laki,TOLAKI,,
16805,lbx,Lawangan,LAWANGAN,Lawangan,
555,lch,Luchazi,LUCHAZI,Luchazi,
141739,ldb,Dun,DUYA,Dun,
4350,ldi,Laadi,LAADI,Kongo,Laadi
22652,lea,Lega Shabunda,KILEGA,Lega Shabunda,
15622,leb,Lala,LALA,Lala,
15615,led,Bale,LENDU,Bale,
2035,lee,Wider Lele,LYELE,,
5251,lef,Lemi,LELEMI,Lemi,
19898,leh,Lenje,LENJE,Lenje,
1352,lep,Lepcha,LEPCHA,Lepcha,
17492,lew,Ledo,"LEDO, IJA",Ledo,
1127,lez,Kiuri,LEZGI,Kiuri,
141767,lga,Lungga,LUNGGA,Lungga,
23981,lgg,High Lugbara,LUGBARA,,
141771,lgl,Langalanga,WALA,Langalanga,
3794,lhu,Lahu,LAHU,Lahu,
13110,lia,Central West Limba,"LIMBA, WEST-CENTRAL",,
184933,lia,Sela,"LIMBA, TONKO-SELLA",Sela,
184504,lic,Ben Di,"HLAI, HAS",Ben Di,
6259,lif,Limbu,LIMBU,,
141789,lih,Lihir,LIHIR,Lihir,
15395,lik,Lika,LIKA,Lika,
4344,lin,Lingala,LINGALA,Lingala,
7586,lir,Kroo English,"PIDGIN, LIBERIAN",Kroo English,
19908,lis,Lisu,LISU,Lisu,
7698,lit,Lithuanian,LITHUANIAN,Lithuanian,
141796,liw,Lembak,COL,Lembak,
53434,liy,Linda,BANDA-LINDA,Linda,
19912,lje,Rampi,RAMPI,Rampi,
141801,ljp,Lampung,LAMPUNG API,Lampung,
106963,lla,Lala,LALA,,
27261,llb,Lolo,LOLO,Lomwe,Lolo
149957,llp,Guna,NGUNA,Guna,
141728,lmd,Lumun,LUMUN,Lumun,
2561,lme,Peve,PEVE,Peve,
141734,lml,Hano,HANO,Hano,
20777,lmn,Lambadi,LAMBADI,Lambadi,
2565,lmp,Mbum,LIMBUM,Mbum,
53433,lnl,Ngbugu,NGBUGU,Ngbugu,
2331,lns,Nsaw,LAMNSO,Nsaw,
9506,lnu,Guyuwa,LONGUDA,Guyuwa,
143751,lob,Lobi,LOBI,Lobi,
12657,loc,Inonhan,INONHAN,,
144834,loe,Seluang,SALUAN,Seluang,
15383,log,Logo,LOGO,Logo,
99460,loh,Larimo,LAARIM,Larimo,
19922,lok,Landogo,LOKO,Landogo,
15300,lol,Mongo,MONGO-NKUNDU,Mongo,
7584,lom,Loma,LOMA,Loma,
184513,lon,Lomwe,ELLOMWE,Lomwe,
4343,loq,Bala,LOBALA,Bala,
53422,lot,Tuho,OTUHO (LOTUKO),Tuho,
8799,loz,Lozi,LOZI,Lozi,
22839,lpo,Lipo,"LIPO, EASTERN",Lisu,Lipo
23743,lrc,Luri,"LURI (LURISTAN PROVINCE, IRAN)",Luri,Luri
143834,lro,Laaru,LARO,Laaru,
4045,lsi,Lashi,LASHI,Lashi,
7235,lsm,Saamia,SAMIA,Saamia,
139156,lth,Labwor,THUR,Labwor,
99504,lts,Taconi,OLUTACHONI,Taconi,
20790,lua,Luba-Kasai,TSHILUBA,Luba-Kasai,
20791,lub,Luba-Katanga,KILUBA,Luba-Katanga,
99508,luc,Low Lugbara,ARINGA,,
554,lue,Luvale,LUVALE,Luvale,
20675,lug,Ganda,LUGANDA,Ganda,
573,lun,Lunda,LUNDA,Lunda,
19936,luo,Luo,LUO,Luo,
