channel_id,verdict,n_claims
UC9Yc3iiVQPni8WVPz6s4P0A,N,1
UC9Yd_vk-us4aO40Xge3WnDg,Y,1
UC9Yf-1qOB1a9EQB-p1E7KRQ,N,1
UC9YfwiDxS0erm1Q8242QfWA,N,5
UC9YgocfLIOU8rGLlMQ47lkg,N,1
UC9Yh4NIIsKgBWB-dM29wQEQ,N,1
UC9YigmzsjlacBEfdIInub1g,Y,1
UC9YkNN7Hb_ZSaqi8CtZoz7g,N,1
UC9YoxCbQSjfvFeU--IiATrQ,N,1
UC9YpLtWHn2nXshDEwmJGpqQ,N,2
UC9YqV5BsL6P4cejRK-nQ56g,Y,1
UC9Yr7oT6cYKoWLN_7sJUORQ,N,1
UC9YtdpwQgSV4me6TQg3E4Cw,N,8
UC9YufvMOBbQWZVR0UgnzDCw,N,1
UC9YuxuG-ZjWRub3JOSS5GKQ,N,1
UC9Yw7cvGccg5W3-JUiA-E2w,N,1
UC9Ywp1PeFCJDK4SNpmGASxQ,N,1
UC9Yz9i5HCaSQ7bRaHLSU72w,Y,1
UC9Z-zoHrnILOj68fxNBNClw,N,1
UC9Z0WvBOASPAfGBbIMGRLEg,Y,1
UC9Z6RltJiFL0p4ed8LbF3sA,N,1
UC9Z6hf-yNWoy_qBxV4UP_Gw,N,1
UC9Z8PF5rvt84_UvacyEDwyA,N,1
UC9Z948PlGgpgeWl0dFtxUYg,N,5
UC9Z9A_JRB3n9OQsX8A4C3nQ,N,1
UC9ZAxIEQnpJBHsW6KeB14tg,N,1
UC9ZB8Dzsgw3bh6BBH9AlElA,Y,1
UC9ZBX0kHxL-2XijHW81oWtw,N,1
UC9ZD2hI4npLe6NbrPuDFdUg,N,1
UC9ZGgP7063t8MYVFmApykeg,N,1
UC9ZHb_G1YUASTpNaeIiSwpg,N,1
UC9ZMsRH5kUBY_P_GOTVPVGQ,N,1
UC9ZOPi3tV-UHlbt3xf9iJyA,N,1
UC9ZObvNhONDemHrTfuJKfqg,N,1
UC9ZPsOW78fNZw5wBVqIr-oQ,N,2
UC9ZQDltMQikzk5E4ZNWm38A,N,1
UC9ZRjkmfn6nxCP9z06ZQYTw,N,1
UC9ZS7ARDQeyku_7UOObeI7A,Y,1
UC9ZSRYCfVQaE3FxqOz8itOg,N,1
UC9ZSb3QrLSi95WOxgRk4vsA,Y,1
UC9ZVU7PHxI-kQKYtkQPnmhw,N,1
UC9ZV_ITkL5vmym7GbkpwXow,N,2
UC9ZXJmCg1aQC1TpQzLRrjFw,N,1
UC9ZXfgDurSwa6_0Zi1pYU6w,N,2
UC9ZYLow2cgkIigQDoMKCl7w,N,3
UC9ZYT_izcOcXnrEN6qd4xxA,N,1
UC9ZYcZyHsrdgbYJ67gpAAgw,N,2
UC9ZYi5yH_ixU7QQ3CodeDZQ,Y,1
UC9ZYogJXQWN4hzLEURqFeKw,N,1
UC9Zb7IVUU5mEiLBoQKaZv-g,N,1
UC9ZcVxnm4dirLQOqluHLkYg,N,1
UC9ZcmFbtFKWZpdGQRtnp_4A,Y,1
UC9Zf4C0qemCyr_Vh5lf8YYQ,N,1
UC9ZfHkp1gFPAyjSnia4TlVA,N,1
UC9Zfj0anFT2s9snzLqE174w,Y,1
UC9Zh2AHFHS6CawxsiL8lzMg,N,1
UC9ZhEkdjfLiKdZdE737Kflw,N,1
UC9ZkFKW-3DQCHcWNNL2OKmQ,N,1
UC9Zki3PAdhcAE6el7Tj4fAw,N,1
UC9ZoA6iuwkXsKOp5wVPHlgg,N,1
UC9ZpkoLcS1iWqJQ28gQqCsw,N,2
UC9ZqPeDkwbhCfa6vhdGpCyQ,N,1
UC9ZrK7qUVNfahQjFsllFidQ,N,1
UC9Zvan2XIQqyQBLPoAlZLlA,N,1
UC9ZywoOf8cDuInjmKU7KGgw,N,1
UC9_--Lgzznqc-4QQ0pxZ3Pg,N,1
UC9_0RPiLl9W4uYzbh0cqkvg,Y,1
UC9_3n_78Sv7-PV6EfY9YpEA,N,3
UC9_6QlVzoxmirX_4O0gB4gg,N,2
UC9_8KwB54Daxyi7RRbx-8xQ,N,1
UC9_A8jODlhFsddB9SC_ClRg,N,1
UC9_CdDhZcG_Bk3WEy58XAuA,N,1
UC9_Dsp50T-If9q-nsdRj2DQ,Y,1
UC9_F1sbo-BNAhXOyES987qw,Y,1
UC9_G505PYvWDC2kF8GNiKdA,N,1
UC9_HQ2raZ4fD-4COwZKvEOA,N,1
UC9_JCNizLXekoMDu4w4viEQ,N,1
UC9_JYrd1ess73VnK21NKSjQ,N,1
UC9_MsNxpc1gwh3BOCZbyoyg,N,1
UC9_NSapcLdSn0sZgdKCgkCA,N,3
UC9_PPTAP06rYveGpxj8P_kQ,N,1
UC9_RNyDxVGS00uQcOzhbPUA,Y,1
UC9_T6UTDoVRBXYoN6kHrTpg,N,1
UC9_TD-CeRMT-JX06m7yrkSA,N,1
UC9_TeQXM3Y3iGWWMvbQ_zMg,N,1
UC9_WNWmXoGIk55sngRULt9Q,N,1
UC9_WV0q7W8XOcWYo43AgeHg,N,7
UC9_XA8t28xAwtvIoPnCwGgA,N,1
UC9_ZVX5QjHlZp2x4d0UGrPw,N,7
UC9__cnJptt5ssmOXtSNUJsA,N,1
UC9_b1iPDoRlqaf0B0I6vH8A,N,1
UC9_c4FTecg7UTTUi5A8WEug,N,1
UC9_cDwGBXTPjDrkU0T1rDHw,N,1
UC9_dAL7NPP72QvkPt2QGxSQ,N,2
UC9_diiXE82ds3IcW6iX779g,Y,1
UC9_epRIM5yQdIyuQYpoVI7A,N,1
UC9_f0ZKXxI_ThD-Qab-5b8A,Y,1
UC9_hyPdJFEgqCH3t2F6dmPQ,N,1
UC9_iKS5TR0ES-01k4hMPRdQ,N,1
UC9_jrydcX0YK3i7KnHShH1g,N,3
UC9_lxiIvZohXjx12ovnQLcQ,N,1
UC9_mI9w7qU9mQBod9UBfaKA,N,1
UC9_mQe83p1cvKJgIG0ClyRg,Y,1
UC9_nbDwjXXZPj6b-8_eB10A,N,1
UC9_od8SUsOb8ukly42HPU2Q,N,1
UC9_ouKCKoQCPb5A4HYDwvQQ,N,1
UC9_p6xkFoZxO0tBY52Lx-FA,N,1
UC9_qakzzH1jxNZpk1rn_iCA,N,1
UC9_s_Y2Yh1VbY9lhvo-7MZQ,N,1
UC9_tIc2gtILF6R0cIBF95cA,N,2
UC9_wl5W8OJK-0RaaqyZN_Pw,Y,2
UC9_xSETtnqVA5iszUtyc3ug,N,1
UC9_zAghO_CXFkay2JCDs4fQ,N,1
UC9a198jZ4BysfGdMVqGAMGw,N,1
UC9a2iZoy-T5MRVWV_dQanWQ,N,1
UC9a3DS0YyziYvpoDUPn0ldA,N,2
UC9a58xqGiivZnVFRz4a66Wg,N,1
UC9a6VBHY63EN5SSlNMwryqw,N,1
UC9a7m2zoPGN56Io9MOs5xsg,N,1
UC9a8yXCgObpwSeU0RTn-tdw,N,1
UC9a9BkXexi6jjagO8tQ-9HA,N,1
UC9a9F97wgElbPtxHneAKb5Q,N,1
UC9a9cg65O3f22E8-Ep4EmtA,N,1
UC9aCW7HjFRm2EGnlBba8duA,N,1
UC9aCcZu51R-7zTHZ1MQh1bg,N,1
UC9aD3tG_f4y9B8bYyVLEbgg,N,1
UC9aE8oJu0sbomjV8Oix7YGQ,Y,1
UC9aEDmUMPCU2iJMaQ114C8g,N,1
UC9aIRUo1nDAQxdNcEFZhjcw,N,1
UC9aIU9FNW4ylYXarn8t1r6A,N,4
UC9aIvkrtVyKrOsyYs6QDW0A,N,1
UC9aK-8RqsYC2STJ_9_jYbDA,N,6
UC9aMb7-i514aRzdZ-RR0H-g,Y,1
UC9aMdroICgUE5s0VfDCyjSg,N,1
UC9aQ7MWNnAxhH59gaY4R6fw,N,2
UC9aUPHT6O_Ljk_-w1HxwwIQ,N,2
UC9aXpGWGEbyDoJoSxYgL52w,Y,2
UC9aY-wqmeAD8-vDEKW0OX-Q,N,1
UC9aYweuyJSSjV20ZjXmY41w,N,3
UC9acBJpQAYCW1IQwfv3cnqw,N,1
UC9acTMe0qfQcvf9MLzgyHog,N,2
UC9adH61Cg7YpCXnIx29XZng,Y,1
UC9aeNeqfHgBHhzlESPfhgHA,N,2
UC9aeynxoDMmAQviPO6KELbA,N,1
UC9afiXm8g4r3_94pT5Au09w,N,9
UC9agcwvZUoVi3Voq6IV4vGA,N,2
UC9agu7K6H8u8m2zhbv4-qvg,N,1
UC9ahV67C6qS1hO-ZzjC7ruA,N,2
UC9aiKyoB9VDnJRPq20TBV6Q,N,1
UC9ajOtj0f-R4slEjwl2lSSg,N,1
UC9akURHp3QGN88MuhKWmdPA,N,1
UC9alTEWM6SsXZBn2GJOwgBw,N,1
UC9amnrRt1XbiDUEQZWfXVjA,N,1
UC9amnx_zDHVsl_gRYNxnWTQ,Y,1
UC9anzS9sLvmC9w_P-aHT4-g,N,1
UC9apWLu-N09pbkTXSaHP_Tg,N,1
UC9apXQbd9Wu8_3ai9HYaN4g,N,1
UC9asdvHZiQYMSJW6-AJbTog,N,1
UC9at5ixC5MemkhH7iwXTxkA,N,1
UC9aviLUUs_cAaetvtrytglA,Y,1
UC9axQvbENXyt6QpdKA3pu4g,Y,1
UC9ayZjTjGsZaxmG3II6Xjlw,N,1
UC9aycqHJGTYXNDAGmBs9A5A,N,9
UC9b2gl9JuYIf3FU79zWny2g,N,1
UC9b4CEHdODY_Bhx6HJR2rVA,N,1
UC9b4NqJ3_JrvKU_Vey-NReQ,N,1
UC9b6jZ9sdTrNWhN_pBtHKpA,N,1
UC9b7aAH7xrBBN1iLyZ5Kk8Q,N,1
UC9bBlDsPAPc-CprqtxiXaJA,Y,1
UC9bFAUlXszUq6_4WPUtTu5g,N,1
UC9bFY6VtWok6X6nBhLaGlqA,N,1
UC9bFn66JuAr6dpZ1_TQAIYA,N,1
UC9bHoJR6uzOgJJzwIPwBplw,N,1
UC9bIUMilPvdX-ggYMA4sbzw,N,1
UC9bJYusnczgJYKr6vFksPow,N,1
UC9bKA-XPh4TEHB1i5XagkHQ,N,1
UC9bKKgs2AtQG2q1Pzhzdv_g,N,2
UC9bOCNJ1b0Uq9JFzRgK_JCQ,N,1
UC9bPseAHOvz8h2q3h_6m65w,N,1
UC9bROsNyJZJjGIJ4i5etVgA,N,1
UC9bSlLn5JwJ9gKwVwTpENgg,Y,1
UC9bSy_p5jEjrLwb0NL7Fhog,N,1
UC9bSyqKk8x1BZ5jajMdwQdw,N,1
UC9bZT7qtdu_Logr1JXCelRg,N,1
UC9bc1Y3Twxbb_2kOpNQ1_NA,N,1
UC9bcSxTums8yYhuKkM__FTA,Y,1
UC9bdJsKuhQTlxIN3jubI-jQ,N,2
UC9beMMcqzwFSMiULmdfSWVQ,N,1
UC9bg-8_Cao8xBaAr21pMJUg,N,1
UC9bg9mrMoDe4A66X5pgp3HQ,N,1
UC9bi4A-ROg2qBQbTBwHJWHw,N,1
UC9bip4ZY8BiRh0FaSvy90Vw,N,1
UC9bkXF8ozov1onW3vqRToHQ,N,1
UC9bkjCeGBZDrXtgQ95AebaA,N,1
UC9bl_7Y2jMuNB52b-GWL18w,Y,1
UC9blhbAM15_2BznxILsK3IQ,N,1
UC9bwDSvtmTc9s3UudQv3srw,N,1
UC9bwqZkpPlp4YuLWXlsTcFA,N,1
UC9bwzENuR3VQ4gprF8cA70Q,N,1
UC9bzIBOvaB8B_oMddf75JBg,N,1
UC9bzsH1cEid2kHkXzw2dBRg,N,1
UC9c1llukhxYQ5nma355O-kg,N,7
UC9c4BAm7ZTai0YjZF-jB2Bw,N,1
UC9c6xdNH9V5h239a5hNVmLQ,N,1
UC9c7BvnCcR8kHBbOH47MuEA,Y,2
UC9c7KO0qMp24VB2AutWYTaQ,N,1
UC9c8zFLH1qSdO7oQbGW8zxQ,Y,1
UC9c9f1w2pHcZ4qicPv9OtCA,N,1
UC9c9fLDOTcdh-JDZCI3YFbA,N,1
UC9cBpxY6LhkYS4uS5dJ-WDw,N,6
UC9cD4WVzEj6-u4VzbFwvqhg,N,1
UC9cECz8iK4OIo0wTFKzNZ7Q,N,1
UC9cFVtvyXzbpT1JYs2-OyHw,N,1
UC9cG0mVnZmiB73Qvsj3JKhA,N,1
UC9cHZp852dfXTQYv5CxIncg,N,1
UC9cIJUHvIrKS2k-XMSnaoEg,N,2
UC9cIo8_u12kX87ZVqSmGqaA,N,1
UC9cJ4eXKbPCijQiRgI9-EtQ,N,9
UC9cKXIy5_aHd_37Dl0RaBqw,Y,1
UC9cLAX5lG7ObPqCZ2SpMooQ,N,1
UC9cO6k9qStizHZuCMlmiStQ,N,2
UC9cOr7rt4UqM5ZKY9i_PpGA,N,1
UC9cT0S_Kfan14K9gt0FPDiw,N,1
UC9cTxs3k6SCBe-KdVAmnZgQ,Y,1
UC9cW34kFfp9Cswrsdsa6Cdw,N,1
UC9cWHS17upXr_kjwL2uvIAA,N,1
UC9cX1yo5oNN741dXBYVdkEQ,Y,2
UC9cajLn7NJEPGElERVoWxwg,N,1
UC9cc24YO5G7fXj_I0l9mllg,N,2
UC9cdIuv_vP2v5V6AO5cPrSQ,N,1
UC9cfjoE1P3PyPkwnGaTrInw,N,1
UC9cgLSBE192pQEGtIeFTfLQ,N,1
UC9cgoz2YcRIMnn2VVj61-Pw,N,1
UC9chOClHr4I7z-zxDLmPS5A,N,1
UC9ciVYzI_Yd3TDYt4tZgBIQ,N,2
UC9cjRF_aJEh2Fujphe1CPCQ,N,1
UC9ckU13zxgSW3PHC7h-4RVw,N,3
UC9cks0tywv4h4YCpoe3uKFA,N,1
UC9cl3CBbiKonffDf0k2VXaw,N,1
UC9clzdD-mkFOCg8kuukRjOg,N,1
UC9cmX4uSg19scxX1X0V5t4w,N,1
UC9cmahKk7O5_4LbW_FThWQw,N,1
UC9cmpSvwjY64ZsE07iW86PQ,N,1
UC9cmx2lFGu4d3SiphoN4n6g,N,1
UC9coo6R3Ys3Uba8brusnCxw,N,1
UC9coxlHCeFlpdkUK4Ai73fA,N,2
UC9cqRXu6d38kRclU3rqWgxg,Y,1
UC9ctNcKt3NR4y53fUIWd4qg,N,1
UC9ctpiedCLTMeJSpRNCxKnA,N,1
UC9cuT5taRi3FHkNiw_r4Vow,N,2
UC9cwSzvAbbJrBW00ZgwXByg,N,1
UC9d2Us3SIbXEqQ8phDIExLQ,N,1
UC9d5m59JYU-WaC82cSfSuOg,N,1
UC9d8T97Bt4rYF9VAf8MV4dg,N,1
UC9d8oOxkkI-q2gQxRzvhLEg,N,4
UC9d9zKenKpB2u4n_wA6K6ew,N,1
UC9dA4xfTSrVr1HwCw261zMw,N,1
UC9dBpNvNRKpDqqWY1L6Xtmw,N,1
UC9dCW4EP_WIp1PQP3oafVDg,Y,1
UC9dFMC_IUneMuIU_ScswvWQ,Y,1
UC9dGj2U133CmXMvSm4iiEtQ,N,1
UC9dGxerlP1sZZ_Ts9GA68yg,Y,1
UC9dHhYsvHbB2gm2QhYUIK5Q,N,2
UC9dJ_qtcfh_UeJ-4vDRIRxA,N,1
UC9dKlYzvWgB4KDnsvOVuJ8g,N,1
UC9dMBmvBJ3Rus--lVqbkymg,N,1
UC9dMlWVW_hwggfiKbcCxzqQ,N,6
UC9dMuOv77E3T6E2zzMvyrUQ,N,1
UC9dOTQ5gSFpaKL3LxdA5Amw,N,5
UC9dRJvFZGZGL5V8thsIqe_g,Y,1
UC9dVoLKD1Tkp065SeW5NT2Q,N,1
UC9dWf-UPbLrmVaCfFpGKyIw,Y,1
UC9dWr12qIPmc15ULYc1BmpA,Y,1
UC9dYD6BUEfj0m7v0RC2G1Sw,N,1
UC9dZpaEervVS79_9_yZLXaQ,N,2
UC9daAPP2BKJbFRcTCe5kSSA,N,1
UC9dcy05_YYrfmeVPXy1x8ug,Y,1
UC9df6JC9M2bVUuTOHRrxkqQ,N,1
UC9dh6XVIC58FGhySV8UeUkg,Y,1
UC9diclzK3IZw2jkHSpGkJUg,N,1
UC9djRgWPBuerAmq31n9kVeQ,N,1
UC9djZ34E0BEz5oXmLdPSjmw,N,1
UC9dk4E7maZw5-MKoBC_jLiQ,N,1
UC9dk4RD2Rv-l0e9o2jFB6dQ,N,2
UC9dk4ehrVb70KfgibpbWS_A,N,1
UC9dkpbSCSbPtNHyDIp7-8bw,N,2
UC9dlRoB5YXPj6bC49NhzhZw,N,10
UC9dlicvXGVzu6crupMlNwMQ,N,1
UC9dqyDrKNW7VATgjHzQbMYw,N,2
UC9drY03qm9wao0BV6zntS3A,N,1
UC9duaMkHorh6zZKfLukxY7g,N,1
UC9dvYYsds64CkxezIk0FvDw,N,1
UC9dvZsL8i-89MWua1vOblbw,N,1
UC9dwKjVmb7b2qvaCNdcl7bQ,Y,1
UC9dwmeZH_gIz1vocQC2oPAg,N,1
UC9dx70bXJ4cNDdjqv-720yw,N,1
UC9dyhyP8wqOm2fI7y4IrMtw,N,1
UC9dytbxNX5LfVSLRXHzDqCg,N,1
UC9dzM3FFvGVyUadRvX0sm3Q,N,1
UC9e-BzkdpYJA16BvGa1lPXA,Y,1
UC9e-eCwS8lE41N6tQf_5xeA,N,1
UC9e1lwYLxpdTAxJ9KHGylvg,N,1
UC9e37SHyWnRwT5TnvRjHs7g,Y,2
UC9e4VbAkz72T0XFVyvz8Awg,N,1
UC9e4sySqHNDOR-O2kaMfSGA,N,1
UC9e7gRq-d7M0QcPzxIH0MFQ,N,1
UC9eBFKiP2u_ShRvOJtS1lDA,N,1
UC9eBtg3k6BrHYKeanZ6xK_Q,N,2
UC9eCfGUgeNQoLvivvzhQJRw,N,14
UC9eCnbn7d_5KUPQ_2FsbRLQ,N,1
UC9eEHPOfDxsNRz5WJAAYNwg,N,2
UC9eF6VDpydPeASFRuNBFUCw,N,1
UC9eHeFGJl0UuOszGz0nTSCg,N,1
UC9eIJJy-wISZ_oI67dnwFgw,N,1
UC9eIQNPLg2wfGSLTsOQDoAA,N,1
UC9eKA3MDqu3younKrrPJYDA,N,1
UC9eKBFZu08zjzMoXmLV4qhQ,N,4
UC9eLd2ldwqgzaSoTz3ayC_Q,N,1
UC9eMSNBg07YHRowAfLIqMTQ,Y,1
UC9eMcxJnefVtaKh0rKcV5lA,Y,1
UC9eNi8yESO91JAv-JgK-qVw,N,1
UC9eRCj0nTddANXpFMZwhgnw,N,2
UC9eSacSU_3XysWagfGuWWXA,N,1
UC9eTdFz729LjNoAYtcF41fA,Y,1
UC9eVP3TA7o1DMP5m_yPqaGQ,N,1
UC9eWZ2bWFaukgq0_cuhhRVg,N,1
UC9eYwZl9DN5yTdbmOMxbYbg,N,1
UC9ec_FqhzVuc9IEcH3246Hw,Y,1
UC9edRY8EfMc59G9-lbiftWQ,N,1
UC9ee32Q3DEHYIPu787tlM_Q,N,1
UC9eeLeXZ1t1ojq9up7kOzBw,N,1
UC9eeq5UI49dJsymyGa5AgIA,Y,1
UC9eeqlLcbygIH8qxPVOvyOw,N,1
UC9eevQeUkLfiuUcqlGvj0_w,N,1
UC9ef1zsh2MWFf-p1s_vsYiQ,N,1
UC9egOuDwHNUhWKDPSwrhmHQ,N,2
UC9ehR31xMMKDrXZ5fscnQQQ,N,2
UC9einoexfCjcc8lvSU4P-rA,N,1
UC9ejL7K-BtQS0vdLf2mR2fQ,N,1
UC9emFtb7u-wF7Q6RIjIFxGA,N,1
UC9emrOLQIjjB-kRJX7OF0Bg,N,1
UC9eovL_zrQkd7e3sX1LnDTw,N,1
UC9eqKceD3sKeJJJDU6h71dw,N,2
UC9er93iVBsulWE0YyzLispw,N,1
UC9euF7H-yb6awJG3us4NvfA,N,1
UC9eupy_Cxr-HalFlF8eFvig,N,1
UC9ewJJvv1p6TcBvy8hxgF2A,N,1
UC9ewuCDE9RewP2rDwwnfU1w,N,1
UC9ezH3fHwE_w7Xx3zldQY5A,N,1
UC9f-1cc_KO7wbjP-1Wfk-1A,N,1
UC9f-BDAKs0HUvnVnOjUvGZg,N,1
UC9f-eNWRkKgRbgbkyUr-nvg,N,2
UC9f164uYOn2B2LzeIJYjW2Q,N,1
UC9f1jgUUBCgDnptnU7Eid0A,N,1
UC9f4-DY6YzFT15hoJe06yLw,N,1
UC9f7UX4JaQPBezH2BNDIOTA,N,1
UC9f89yCFjiH8Y_TglpKu3Dg,N,1
UC9f8TUDgIEZ2so-VR3P0s_A,N,1
UC9f8sjVvsZhYqdLgR0CNNHw,N,12
UC9f9c9IZqrBwNNXXu5nXzdg,N,1
UC9fDrFP0bhf3281gkGcsJ3w,N,1
UC9fEmSGe0o9jq4gvZfze8BQ,N,1
UC9fFrfzjpFijLUjJmb2v1jg,N,1
UC9fFtjxsbSTc5Y7nqnbxDGg,N,2
UC9fI11pQ4aaxyLaJH4eluXw,N,2
UC9fLhL8wdo58wrcAD2tfsOw,Y,1
UC9fMNASPFoTr7Ap8zQvDUDQ,Y,1
UC9fNFs7IpRhjUpqnBTA83tw,N,1
UC9fNQ_yh6GS2nI8xaWteFFw,Y,1
UC9fNvFM9TwqLTuLKFRL1OQA,N,1
UC9fOG_qGK3HX_vZxVXaRJ7A,Y,1
UC9fPLmhh1zqyYl2MAdVEwHQ,Y,1
UC9fPu_twIFfLitqmspy-oIg,N,1
UC9fQ3K0mDhQON9qihFpWsgQ,N,1
UC9fRMnauORtM_1LrzCULFzw,N,1
UC9fRU8vi2SCU4ZTVj35CjXw,Y,1
UC9fRjXURoY5tooWlpOjQdsg,N,1
UC9fTOs9ajhalzAMUgLprwzw,N,1
UC9fTiDS-PlfeolufeG6HBMQ,N,6
UC9fVfrCCkHMjpsSQUQpZKLQ,N,2
UC9fW-5t7f9TBSWkhbWp03gg,N,1
UC9fW3PUhIiKmJrlI8hl2_VA,N,1
UC9fW_mcx3ONAIvvvFrpC4GA,N,1
UC9fYwwFOMo9kqYw565y2hIA,N,1
UC9fZi69PurBwfL3Q2aSgC2A,N,1
UC9f_1q-lBDtAC6MdH8YhSqw,N,1
UC9f_O8dK5L0g-XvWHrmuozg,N,1
UC9f_xHE9sa9slY-8dUA_27A,N,1
UC9fbHgjMt-lpsN-rHnEghbQ,N,1
UC9fcBKLO045bVf_8-YgcfDA,N,7
UC9feo-W0rgnvjoTauqAnHsg,N,1
UC9ffeptEb7N_O6tR5Db3nJw,Y,1
UC9ffq6wZ4S7Q-oAPbNZU11A,N,1
UC9fgxqLaVg68cocF4x-lB1A,N,1
UC9fn5q2gXzRRm3E3XwI5KTQ,N,1
UC9fnAnECrUKrL08WuS0vc2g,N,1
UC9fpzan7jrjvy_kLGXs30gg,N,1
UC9fqzCRgs9OWrxep3KX6kUw,N,1
UC9ftIoifc2_8I8WBN_cWK6g,Y,1
UC9ftLuWdjBj8_082hti0hqg,N,1
UC9ftqghT1u1s99MdV9Vu_eA,N,6
UC9fwJ_8g3kMpbrtwu0sr_Dg,N,1
UC9fzte2qGcxPr3GT6GgEJ4Q,N,1
UC9g0YipHLYpoYFrGFgDW-dg,Y,1
UC9g0f1XZ6pXU0xPZf9KKAiQ,N,3
UC9g1HwyAWD2Fs5rdEBoftSg,N,2
UC9g6E4tu8l6q-3A4PICa7cQ,N,11
UC9g8S8NbdC2oztW7-nNMAxg,N,3
UC9g9Qc33KtZYGGh4DjLm-wQ,N,1
UC9gC7F_N7p7T0rUuESWFw3w,N,1
UC9gCNGkA6CmtLSmo05W8wtQ,N,1
UC9gCPwIOHiC3sPbkodqKi2A,N,3
UC9gCX7TejBxirL2HNihiP5Q,N,1
UC9gD372bXQm3dC2T9Zma0tg,N,2
UC9gDv-vggzYSi-aXs8XECAw,N,2
UC9gF8QCOHiamFJW0Oppe0bA,N,1
UC9gHEVbdmXfqOvFX5J05lQg,Y,2
UC9gN43jCDPSXZ1ya0OXXRXA,N,2
UC9gOmL4_Typ4unMq_O1rSBQ,N,1
UC9gPFCRYMCsSFlQgSbJljEg,N,1
UC9gQQ1qllczfRI3udqjsWWQ,N,1
UC9gRRdgGDNPqBw2o0wdjEcA,N,1
UC9gSMvUVfFRg4vPQAfR0GUA,N,1
UC9gU8pMMy1DQ0eV6I21EFfg,N,1
UC9gUW1mTlNZZmL8Eq_nisgw,N,1
UC9gUtRIscIjAe_52jEPOYdw,N,2
UC9gVIh_lymmsy9P42tI7Hbg,N,2
UC9gVzgXMcyhgikYCQRhphyQ,N,1
UC9gW3kJ784AwJ_wWRvRMXIA,Y,1
UC9gXhp512yBY6p3dWuryX0A,N,1
UC9gZmXWsMYVazbzynqioBNA,Y,1
UC9g_XJ7xzr12kuVi6anKlfw,N,1
UC9gawgWDRbXOAUj_p7ECPAg,N,1
UC9gc43ZRtZSBUb1-rI_br3g,N,1
UC9gcq-CL7wmZocliXEgG3XQ,N,1
UC9gd-TB_6Ziwjhr_C8amY-g,N,1
UC9gd_EnI_JsmPBlMKiydJnw,N,1
UC9gfBybamzmCQKiKxe4lVNA,Y,1
UC9gfVoIUVi-vhlQ2t_Z0cwA,N,1
UC9gfraX95htXJUMDJBP7_jA,N,1
UC9gfusMYP9NMTfRckYVKAQw,N,1
UC9ggKgGmjdda2jw-UL_drAg,N,1
UC9ggZAjz7WaSxsdt6aY44UA,N,3
UC9ggq3Y-2BtCQrRKOww-adg,Y,1
UC9giSk6QqC-eUHunpAqyKYA,N,1
UC9glOgXN86LiTfiVwCdQXsQ,N,1
UC9gmqo6150OVTBWSfBFUQJg,N,1
UC9gnm-w9kk3bjKgnZi_RYDQ,N,7
UC9gqwLB8Gqoemm1KWUvNkrQ,N,1
UC9gse55n_Y6Of-RcllCg4rw,N,1
UC9guBhJ-YoLTD4u-oraykkw,N,1
UC9gv4Dd6QikM_fFw8CQOeRw,N,1
UC9gvU6VkI8YNkHSiAYvXtDw,N,1
UC9gwm3yAUCNiCoch4NhsTjg,N,1
UC9gyGRPY4Z1kqQrY3xTheNQ,Y,1
UC9gynoCTX56qnYFEWKRKAiw,N,1
UC9h-Lv-Gp7l2vwDDUsrPqyA,Y,1
UC9h-WdK3HFiipuTAeZv-eww,N,2
UC9h-Y7X7Jg3e68xSaFHY-dQ,N,1
UC9h0Hu01I8NrCq0kF0irKcA,Y,1
UC9h0x_0dcarAD13sptUg5CQ,N,2
UC9h3A-bY3iKN3sdp4ijqKPw,N,1
UC9h3bvRHdKoIUzGv0fGtNKw,N,1
UC9h7xsTyMHtl67cjM3u0dNA,N,1
UC9h8PQOhzZWJsEIw6Sv9rHA,N,2
UC9hDNUZDZsdMHDeTXJC8SNQ,N,1
UC9hFHbhPHyJidPYqQNxlHjg,Y,1
UC9hFKXbLvgdC99BsblewHnA,N,2
UC9hFkKDYRdkHUUSgCrOxUsA,N,2
UC9hHmsxGk7XzDxP_abBksYg,N,1
UC9hJlVLsIZ_RWBzSOPj519Q,N,2
UC9hLe-UrE2NY6Qs8V7s-VnA,N,1
UC9hM1asEz5HQ1p_9UPlwdzQ,N,1
UC9hMmfI44ptZFj0RyEQ6ELg,N,1
UC9hN87zqP0_lo33jS2nktmg,N,1
UC9hPssfGc4uZrK06yffhSlw,N,1
UC9hQXJWc675pEFXg6VWykpg,N,1
UC9hRVk9UFy2PK1aN2IGUHFg,Y,1
UC9hT4gZHDs6f0AuxN4LtdbA,N,2
UC9hVQkvJ8ZJAk3HAWRnwekg,N,1
UC9hVrV4cHXPV7VOKF311s1Q,N,1
UC9hZIuJVIujJhgXRumEw18g,N,3
UC9h_CW8YJffAZq5MzXwpapQ,N,2
UC9haIsJJ52MHm7G0QXt8hGA,N,1
UC9haL8wDBhGJTgqah9XMZxA,N,1
UC9hbZfN1tg94PcrY1T4qtWQ,N,1
UC9he4_yvV2BrFZHCf1hjIiA,Y,1
UC9hedbZUog1F3CUBV0pBOnQ,N,1
UC9hh6lXcg5EdEztHBBheWxg,N,1
UC9hhOFg_ZAL-WzEzECiRRyg,N,1
