asset_id,media_component_id
A610642039348104,
A626963561644983,2_Acts-0-0
A626963561644983,
A626963561644983,1_jf61??-0-0
A628127801823345,
A629258720047365,2_Acts7309-0-0
A629258720047365,
A638133147095919,
A638133147095919,2_Acts7304-0-0
A638133147095919,2_Acts-0-0
A639576435854494,2_Acts7366-0-0
A641802895800005,2_Acts7329-0-0
A642850323188999,2_Acts7301-0-0
A643547811811164,
A647308346837544,2_Acts7364-0-0
A655942566146171,
A655942566146171,2_Acts7328-0-0
A658090367346999,2_Acts-0-0
A658090367346999,
A658090367346999,2_Acts7336-0-0
A661229505956570,2_Acts-0-0
A661229505956570,
A670526838900164,2_0-La-Liberte
A672180490664900,
A673316316249698,
A673316316249698,2_Acts-0-0
A674698181716563,
A675535421785351,
A681764845690206,2_Acts-0-0
A681764845690206,
A682566434822635,2_Acts7303-0-0
A682566434822635,
A682566434822635,2_Acts-0-0
A682570347218942,2_Acts-0-0
A682570347218942,
A683659771861290,2_Acts7355-0-0
A683659771861290,
A690820223589150,2_Acts7312-0-0
A690921069700441,2_Acts7327-0-0
A696399120485706,2_Acts-0-0
A698257820887118,
A698257820887118,2_Acts7335-0-0
A698257820887118,2_Acts-0-0
A703452480208933,2_Acts7316-0-0
A703452480208933,
A705375399039605,
A706571613146229,
A711772329361718,2_Acts-0-0
A718652243762792,2_Acts7315-0-0
A720002713274352,
A720002713274352,1_jf61??-0-0
A720002713274352,2_Acts7303-0-0
A720002713274352,2_Acts73??-0-0
A720331714802297,2_Acts7364-0-0
A722691446568447,2_Acts-0-0
A722691446568447,
A722691446568447,2_Acts7307-0-0
A730223929071117,
A738641432419704,2_Acts7305-0-0
A740938221644777,2_Acts7362-0-0
A742485572378997,2_Acts-0-0
A742485572378997,
A745745158781524,2_Acts7357-0-0
A750654062548199,
A750654062548199,2_Acts7367-0-0
A751564602881561,
A756771576787719,2_Acts7372-0-0
A758897680404092,2_Acts7305-0-0
A758897680404092,2_Acts7359-0-0
A760509078874178,2_Acts7328-0-0
A760827119580300,2_Acts-0-0
A760827119580300,2_Acts7319-0-0
A760827119580300,
A773720758097856,2_Acts-0-0
A773720758097856,2_Acts7371-0-0
A773720758097856,
A773940899234687,
A779776787676864,2_Acts-0-0
A779776787676864,2_Acts7316-0-0
A779776787676864,
A779776787676864,2_Acts73??-0-0
A789167508111472,2_Acts7338-0-0
A790811558843868,
A798191022868918,
A798191022868918,2_Acts-0-0
A823429293612256,
A823429293612256,2_Acts-0-0
A824634450735251,2_Acts-0-0
A824634450735251,1_jf61??-0-0
A829375577745651,2_Acts7373-0-0
A829375577745651,2_Acts-0-0
A829480777451163,
A829480777451163,2_Acts7361-0-0
A836849136575420,
A836849136575420,2_Acts7325-0-0
A836849136575420,2_Acts-0-0
A842562374884190,2_Acts7323-0-0
A844945270765806,2_Acts-0-0
A845404800942314,
A846171619000138,
A846171619000138,2_Acts-0-0
A846726770036604,2_Acts-0-0
A846726770036604,
A846726770036604,2_Acts7323-0-0
A846726770036604,2_Acts7321-0-0
A846726770036604,2_Acts7331-0-0
A846726770036604,2_Acts7304-0-0
A846726770036604,2_Acts7324-0-0
A846726770036604,2_Acts7353-0-0
A846726770036604,2_Acts7349-0-0
A846726770036604,2_Acts7314-0-0
A846726770036604,2_Acts7301-0-0
A846726770036604,2_Acts7325-0-0
A846726770036604,2_Acts7302-0-0
A846726770036604,2_Acts7355-0-0
A846726770036604,2_Acts7303-0-0
A846726770036604,2_Acts7371-0-0
A846726770036604,2_Acts7305-0-0
A847773211110021,2_Acts-0-0
A847773211110021,
A847773211110021,2_Acts7371-0-0
A850019606972710,2_Acts-0-0
A850019606972710,
A850663188778934,2_Acts-0-0
A855088608273930,2_Acts-0-0
A855300415347221,2_Acts7350-0-0
A855300415347221,
A857259841899380,2_Acts7356-0-0
A858926582394407,2_Acts-0-0
A858926582394407,
A859565515068580,2_Acts-0-0
A859565515068580,
A860776438349452,2_Acts-0-0
A862140928622013,
A867781867810608,
A867781867810608,2_Acts7332-0-0
A869346006967323,2_Acts-0-0
A869346006967323,2_Acts7314-0-0
A869346006967323,
A870842911425372,
A870842911425372,2_Acts7306-0-0
A870842911425372,2_Acts7314-0-0
A870842911425372,2_Acts-0-0
A870842911425372,2_Acts7302-0-0
A870842911425372,2_Acts7371-0-0
A870842911425372,2_Acts7309-0-0
A870842911425372,2_Acts7322-0-0
A870842911425372,2_Acts7361-0-0
A870842911425372,2_Acts7364-0-0
A870842911425372,2_Acts7305-0-0
A870842911425372,2_Acts7337-0-0
A870842911425372,2_Acts7313-0-0
A870842911425372,2_Acts7332-0-0
A870842911425372,2_Acts7316-0-0
A870842911425372,2_Acts7323-0-0
A870842911425372,2_Acts7331-0-0
A870842911425372,1_jf61??-0-0
A870842911425372,2_Acts73??-0-0
A870842911425372,2_Acts7373-0-0
A870842911425372,2_Acts7345-0-0
A870842911425372,2_Acts7304-0-0
A870842911425372,2_Acts7351-0-0
A870842911425372,2_Acts7352-0-0
A870842911425372,2_Acts7368-0-0
A870842911425372,2_Acts7303-0-0
A870842911425372,2_Acts7339-0-0
A870842911425372,2_Acts7354-0-0
A870842911425372,2_Acts7317-0-0
A870842911425372,2_Acts7359-0-0
A870842911425372,2_Acts7349-0-0
A870842911425372,2_Acts7324-0-0
A870842911425372,2_Acts7350-0-0
A870842911425372,2_Acts7336-0-0
A870842911425372,2_Acts7334-0-0
A870842911425372,2_Acts7348-0-0
A870842911425372,2_Acts7318-0-0
A870842911425372,2_Acts7308-0-0
A870842911425372,2_Acts7360-0-0
A870842911425372,2_Acts7356-0-0
A870842911425372,2_Acts7340-0-0
A870842911425372,2_Acts7338-0-0
A870842911425372,2_Acts7321-0-0
A870842911425372,2_Acts7365-0-0
A870842911425372,2_Acts7370-0-0
A870842911425372,2_Acts7311-0-0
A870842911425372,2_Acts7325-0-0
A870842911425372,2_Acts7329-0-0
A870842911425372,2_Acts7326-0-0
A870842911425372,2_Acts7369-0-0
A870842911425372,2_Acts7335-0-0
A870842911425372,2_Acts7328-0-0
A870842911425372,2_Acts7343-0-0
A874545582356503,
A874545582356503,1_jf61??-0-0
A874545582356503,2_Acts7359-0-0
A883864443268677,
A883864443268677,2_Acts-0-0
A892507189420909,2_Acts7325-0-0
A901706836730912,
A904223396425402,
A904223396425402,2_Acts-0-0
A905468927944947,2_Acts7350-0-0
A905468927944947,
A905570100119024,
A905584795367454,
A905584795367454,2_Acts7345-0-0
A905584795367454,2_Acts7335-0-0
A912909643248727,
A912909643248727,2_Acts7335-0-0
A913430111825208,
A918590455881914,
A918590455881914,2_Acts-0-0
A918590455881914,2_Acts7373-0-0
A918590455881914,2_Acts7304-0-0
A918590455881914,2_Acts7310-0-0
A918590455881914,2_Acts7324-0-0
A918590455881914,2_Acts7338-0-0
A918590455881914,2_Acts7323-0-0
A918590455881914,1_jf61??-0-0
A918590455881914,2_Acts7312-0-0
A918590455881914,2_Acts7322-0-0
A918590455881914,2_Acts7303-0-0
A918590455881914,2_Acts7331-0-0
A918590455881914,2_Acts7371-0-0
A918590455881914,2_Acts7348-0-0
A918590455881914,2_Acts7326-0-0
A918590455881914,2_Acts7335-0-0
A918590455881914,2_Acts7358-0-0
A918590455881914,2_Acts7321-0-0
A918590455881914,2_Acts7329-0-0
A918590455881914,2_Acts7349-0-0
A918590455881914,1_jf-0-0
A918590455881914,2_Acts7366-0-0
A918590455881914,2_Acts7340-0-0
A918590455881914,2_Acts7302-0-0
A918590455881914,2_Acts7313-0-0
A918590455881914,2_Acts7355-0-0
A918590455881914,2_Acts7306-0-0
A918590455881914,2_Acts7339-0-0
A918590455881914,2_Acts7301-0-0
A918590455881914,2_Acts7330-0-0
A918590455881914,2_Acts7364-0-0
A918590455881914,2_Acts7325-0-0
A918590455881914,2_Acts73??-0-0
A918590455881914,2_Acts7352-0-0
A918590455881914,2_Acts7305-0-0
A918590455881914,2_Acts7353-0-0
A918590455881914,2_Acts7359-0-0
A918590455881914,2_Acts7356-0-0
A918590455881914,2_Acts7318-0-0
A918590455881914,2_Acts7345-0-0
A918590455881914,2_Acts7357-0-0
A918590455881914,2_Acts7307-0-0
A918590455881914,2_Acts7332-0-0
A918590455881914,2_Acts7350-0-0
A918590455881914,2_Acts7315-0-0
A918590455881914,2_Acts7344-0-0
A918590455881914,2_Acts7354-0-0
A918590455881914,2_Acts7361-0-0
A918590455881914,2_Acts7314-0-0
A918590455881914,2_Acts7341-0-0
A918590455881914,2_Acts7316-0-0
A918590455881914,2_Acts7317-0-0
A918590455881914,2_Acts7346-0-0
A918590455881914,2_Acts7327-0-0
A918590455881914,2_Acts7308-0-0
A918590455881914,2_Acts7328-0-0
A918590455881914,2_Acts7362-0-0
A918590455881914,2_Acts7320-0-0
A918590455881914,2_Acts7319-0-0
A918590455881914,1_wl60-0-0
A918590455881914,2_Acts7368-0-0
A918590455881914,2_Acts7333-0-0
A918590455881914,2_Acts7342-0-0
A918590455881914,2_Acts7367-0-0
A918590455881914,2_Acts7360-0-0
A918590455881914,2_Acts7311-0-0
A918590455881914,2_Acts7347-0-0
A918590455881914,2_Acts7309-0-0
A918590455881914,2_Acts7363-0-0
A918590455881914,2_Acts7372-0-0
A918590455881914,2_Acts7334-0-0
A918590455881914,2_Acts7343-0-0
A918590455881914,2_Acts7365-0-0
A930642158175547,2_Acts7346-0-0
A935638854329244,2_Acts-0-0
A941596025910351,
A941596025910351,2_Acts-0-0
A943181298796662,
A943663270998419,
A950358424371268,
A950783188083887,
A950988072354568,2_Acts7323-0-0
A950988072354568,
A953081273576698,
A956412276867792,
A956412276867792,2_Acts7323-0-0
A961733352386624,2_Acts7331-0-0
A961733352386624,
A962464787442401,2_Acts7305-0-0
A962464787442401,
A962464787442401,1_jf61??-0-0
A962464787442401,2_Acts73??-0-0
A965218328262973,2_Acts7364-0-0
A969289217890015,2_Acts7351-0-0
A969289217890015,
A970328830825452,2_Acts-0-0
A977228012667414,2_Acts7322-0-0
A977228012667414,
A977341171154272,
A978911907921360,2_Acts7324-0-0
A978911907921360,
A978911907921360,2_Acts-0-0
A986259985762520,2_Acts7329-0-0
A988403397858684,
A988403397858684,2_Acts-0-0
A989705682370375,2_Acts7348-0-0
A989705682370375,
A990031941639745,2_Acts7303-0-0
A990031941639745,
A990937850750710,2_Acts7308-0-0
A991996011844432,
A991996011844432,2_Acts-0-0
A991996011844432,2_Acts7331-0-0
A993513339626997,
A993513339626997,2_Acts-0-0
A995141207808338,2_Acts7346-0-0
A996767698548550,
A996767698548550,2_Acts7324-0-0
A998160937049315,
A999331771806708,2_Acts7355-0-0
A999713695889095,2_Acts7317-0-0
